area,perimeter,majoraxislength,minoraxislength,aspectratio,eccentricity,convexarea,equivdiameter,extent,solidity,roundness,compactness,shapefactor1,shapefactor2,shapefactor3,shapefactor4,class
30140,620.134,201.8478821667,190.2792787866,1.0607980199,0.3336796578,30417,195.8965029762,0.7730980352,0.9908932505,0.9848770694,0.9705155232,0.00669701,0.003664972,0.9419003809,0.999166059,SEKER
38871,717.084,260.507278403,190.1620627032,1.3699224477,0.6834809717,39136,222.4681872615,0.7743227092,0.9932287408,0.9499385508,0.8539806973,0.0067018414,0.0021987008,0.7292830314,0.9990611954,SEKER
40445,730.904,258.3133108859,199.9540393168,1.2918634291,0.633093134,40795,226.9276831654,0.7679819231,0.9914205172,0.9513800199,0.8784978304,0.0063867798,0.0023465212,0.7717584379,0.997006502,SEKER
40168,737.07,256.0777990394,199.9792022525,1.2805221551,0.6246167616,40630,226.1492560963,0.7961784702,0.9886290918,0.9291216979,0.8831271471,0.0063751693,0.0023920179,0.7799135579,0.99869659,SEKER
29380,624.11,212.8261298602,175.9311426127,1.2097126563,0.5627273168,29690,193.4109040988,0.7781132475,0.989558774,0.947849473,0.9087742385,0.0072439118,0.0030477332,0.8258706166,0.9990661374,SEKER
40265,729.52,257.4510538874,199.6496894417,1.2895139211,0.6313647559,40629,226.42215057,0.7984334721,0.9910408821,0.9507430559,0.8794764952,0.0063939166,0.0023596288,0.7734789057,0.9974118166,SEKER
39334,714.221,241.0411743203,208.2253658056,1.1575975549,0.5037352671,39735,223.789196014,0.8012956323,0.9899081414,0.968975389,0.9284272558,0.0061280616,0.0028086292,0.8619771694,0.9978226636,SEKER
39926,723.237,248.2750461052,205.0050383232,1.2110680212,0.5640839391,40308,225.4669866368,0.7810250391,0.9905229731,0.9591894521,0.908133903,0.0062183802,0.0026088949,0.8247071858,0.9987764996,SEKER
39668,716.495,251.6618099396,200.9251847495,1.2525150108,0.6021358811,39938,224.7373272524,0.8015356638,0.9932395213,0.9710103084,0.8930132359,0.0063442021,0.0024887906,0.7974726395,0.9988464517,SEKER
31107,640.594,214.6485485076,184.9692525856,1.1604552946,0.5073658753,31423,199.0142269238,0.7610461418,0.9899436718,0.9525817569,0.9271631619,0.0069003295,0.0031453883,0.8596315287,0.9975639589,SEKER
40484,733.501,254.4467838155,202.7484451577,1.2549875962,0.604215932,40856,227.0370668615,0.758681434,0.9908948502,0.945566026,0.892277212,0.0062851196,0.0024574943,0.796158623,0.9991691965,SEKER
40429,723.823,243.9451796952,211.2326665199,1.1548648403,0.5002133434,40816,226.8827925474,0.7908646322,0.9905184241,0.9697015846,0.9300564694,0.0060339157,0.0027849428,0.8650050362,0.998963903,SEKER
40172,721.945,244.9037122477,209.376805229,1.169679287,0.5187348038,40501,226.1605159861,0.8197363588,0.9918767438,0.9685567947,0.9234670798,0.0060963784,0.0027348742,0.8527914475,0.9974924923,SEKER
40348,744.73,255.9254689745,201.3583308919,1.2709951848,0.6172271036,40885,226.6553973568,0.7621170337,0.9868655986,0.9141851837,0.8856304856,0.006342953,0.0024070299,0.784341357,0.9968940879,SEKER
40504,727.151,258.434113063,199.8847877201,1.2929153639,0.6338624016,40814,227.0931406273,0.7562077592,0.9924045671,0.9626281709,0.878727417,0.006380459,0.0023466504,0.7721618733,0.9983399495,SEKER
37690,702.993,247.278826334,194.4102346156,1.2719434593,0.6179740834,37977,219.0625445873,0.77936311,0.9924427943,0.9583717429,0.8858928515,0.0065608603,0.0024926732,0.7848061444,0.9982290422,SEKER
40111,740.571,250.513838721,204.012549765,1.2279334728,0.5803370861,40644,225.9887417082,0.7603116233,0.9868861333,0.9190517163,0.9021008295,0.0062455147,0.0025513399,0.8137859066,0.9992749543,SEKER
40453,728.447,258.311205793,199.5561865179,1.294428453,0.634963992,40801,226.9501251446,0.7807048016,0.9914707973,0.957998172,0.8785918692,0.0063854648,0.0023470427,0.7719236727,0.9991999655,SEKER
39385,748.882,258.7458212981,194.255915352,1.3319842581,0.6605754975,39895,223.9342302315,0.7671107475,0.9872164432,0.8824984061,0.8654602772,0.006569654,0.002273583,0.7490214915,0.9976848356,SEKER
40415,730.648,258.671655838,199.1611375993,1.2988058763,0.6381186995,40770,226.8435059694,0.7708373069,0.9912926171,0.9513406353,0.8769554021,0.0064003874,0.0023350493,0.7690507774,0.9988476688,SEKER
35932,688.727,242.4962302387,188.7911615951,1.2844681297,0.6276044692,36273,213.8925976312,0.7427803618,0.9905990682,0.9519125165,0.8820450422,0.006748754,0.002519802,0.7780034564,0.9993206446,SEKER
40459,726.133,250.0517073592,206.2642771747,1.2122879967,0.5652983863,40829,226.9669551729,0.7585683216,0.9909378138,0.9642566883,0.9076800857,0.0061803729,0.00258777,0.823883138,0.9987836389,SEKER
39074,781.022,253.7038801147,196.8182727455,1.2890260471,0.6310040777,39744,223.0483399871,0.7286119191,0.9831421095,0.804954257,0.879168028,0.0064929078,0.0023928008,0.7729364215,0.9963351801,SEKER
38222,715.843,246.2234894656,198.2120834892,1.242222397,0.5932628267,38662,220.6031773998,0.7579369014,0.9886193161,0.9373196187,0.8959469215,0.0064419311,0.0025605011,0.8027208862,0.9971578634,SEKER
30279,634.927,212.5605564254,181.5101815998,1.171066849,0.5204006603,30600,196.3477022403,0.7756884847,0.9895098039,0.9438517833,0.9237259515,0.0070200653,0.0031527787,0.8532696335,0.9992357811,SEKER
40485,733.929,255.6823118639,202.1582879266,1.2647629463,0.612252891,40835,227.0398708787,0.7921770438,0.9914289213,0.9444868392,0.8879764471,0.0063154826,0.0024221001,0.7885021706,0.9972683285,SEKER
39901,730.829,258.1497116155,197.1490328039,1.3094140405,0.6455708558,40316,225.3963865604,0.7693242071,0.9897063201,0.9387762624,0.8731227517,0.0064697554,0.0023193637,0.7623433396,0.9982230725,SEKER
34220,677.527,233.1830193149,186.9591042409,1.2472407817,0.597632979,34577,208.7348969886,0.773752996,0.9896752176,0.9367779409,0.8951547913,0.006814232,0.0026989152,0.8013021004,0.999416658,SEKER
40527,730.217,254.2947867698,203.1343886029,1.2518549347,0.601577288,40849,227.157608346,0.7725314525,0.9921173101,0.955103511,0.8932845664,0.0062747005,0.0024645185,0.7979573166,0.9989268045,SEKER
39989,718.723,247.1612238217,206.1444571223,1.1989709899,0.5516910712,40283,225.6448008584,0.7560643588,0.9927016359,0.9728084222,0.9129457986,0.0061807303,0.0026484973,0.8334700311,0.9993063883,SEKER
38010,713.114,239.8470136149,202.0040736828,1.1873375088,0.5391332077,38445,219.990534104,0.7526136544,0.9886851346,0.9392686092,0.917211896,0.006310103,0.0027548308,0.8412776621,0.9988805236,SEKER
40367,732.896,262.793762665,195.9637196541,1.3410327337,0.6662886227,40675,226.7087574452,0.7688952381,0.9924277812,0.9443905569,0.8626869799,0.0065101138,0.0022242383,0.7442288253,0.998035216,SEKER
36975,692.588,239.6615036217,196.5264131214,1.2194874969,0.5723397274,37239,216.9747270227,0.7574360865,0.9929106582,0.968652763,0.9053382531,0.0064817175,0.0026860454,0.8196373525,0.9995375034,SEKER
40422,739.701,249.0428644562,206.8429976432,1.2040188321,0.5569413963,40891,226.8631501088,0.768771396,0.9885304835,0.9283574995,0.9109401733,0.0061610723,0.0026169504,0.8298119993,0.9991092743,SEKER
32947,668.231,209.6932927225,200.2495993127,1.047159612,0.2967208611,33336,204.8155835877,0.7653193961,0.9883309335,0.9271980328,0.9767388405,0.0063645641,0.0035732406,0.9540187625,0.9990099172,SEKER
39834,723.396,258.4963083579,196.3030168053,1.3168229025,0.6506198837,40145,225.2070692163,0.7749805447,0.9922530826,0.9565585921,0.8712196729,0.0064893385,0.0023061677,0.7590237185,0.999499816,SEKER
39951,725.181,247.9193353923,205.5634910382,1.2060475045,0.5590191625,40307,225.5375646133,0.7618856914,0.9911677872,0.9546511162,0.9097215603,0.0062055852,0.0026217813,0.8275933172,0.998116855,SEKER
38145,762.943,256.1133024852,190.1054339741,1.347217158,0.6701000021,38876,220.3808576849,0.7402771309,0.9811966252,0.8234994203,0.8604818865,0.0067142038,0.002270603,0.740429077,0.9975187569,SEKER
39488,741.696,245.0219110389,205.6215786901,1.1916157468,0.5438280077,40042,224.2268564256,0.7465214761,0.9861645272,0.9020344586,0.9151298162,0.0062049714,0.0026844194,0.8374625806,0.9979335983,SEKER
40000,727.877,246.699162539,206.8884621413,1.192425909,0.5447068446,40425,225.6758334191,0.7558578987,0.9894867038,0.9487545299,0.914781514,0.0061674791,0.0026641395,0.8368252184,0.9978520718,SEKER
30008,645.884,210.5579989609,182.5165156953,1.1536380593,0.4986159764,30724,195.4670618248,0.7826812728,0.9766957427,0.9039363743,0.9283288348,0.0070167288,0.0032145621,0.8617944254,0.9941988485,SEKER
33498,657.523,227.9380769088,187.3160543383,1.2168635396,0.5697979371,33745,206.5211327432,0.7814949608,0.9926803971,0.9736589143,0.9060405157,0.0068045279,0.0028285785,0.820909416,0.9989347377,SEKER
39868,732.632,255.1164420801,199.1201328325,1.2812187218,0.6251472174,40297,225.3031605848,0.7538764087,0.9893540462,0.9333887149,0.8831385337,0.0063990278,0.0024010937,0.7799336697,0.9992656195,SEKER
39965,739.181,248.2454739075,205.419738356,1.2084791651,0.5614858493,40461,225.5770786346,0.783627451,0.9877412817,0.9191535967,0.9086855647,0.006211572,0.0026123767,0.8257094554,0.9978526733,SEKER
39514,721.708,258.223406449,195.1428176193,1.3232534489,0.6549027956,39854,224.300662885,0.7633342992,0.9914688613,0.9533180605,0.868630253,0.0065349852,0.0022949022,0.7545185165,0.9984192292,SEKER
35338,680.836,227.4674838033,198.0449214876,1.1485650937,0.4919002407,35669,212.1172765992,0.7876869581,0.9907202333,0.9580028639,0.9325169165,0.0064369088,0.0030025068,0.8695877996,0.9987781925,SEKER
31203,639.782,215.0677369522,184.8748759441,1.1633151117,0.5109468292,31558,199.32108146,0.7629841549,0.9887508714,0.9579485418,0.9267828094,0.006892534,0.0031366825,0.8589263758,0.9992020327,SEKER
36463,695.433,239.7046370221,193.9093326682,1.236168645,0.5878759209,36818,215.4672446561,0.7856711916,0.9903579771,0.9474399015,0.8988864268,0.0065739143,0.0026474215,0.8079968083,0.9988203196,SEKER
40154,729.638,241.2845984705,211.9747376281,1.1382705372,0.4776949567,40559,226.1098420664,0.7666342097,0.9900145467,0.9478154642,0.9371084748,0.0060089804,0.0028585119,0.8781722936,0.9995976483,SEKER
39023,711.172,248.1913971764,200.4316811451,1.238284266,0.5897730856,39313,222.9027293557,0.7835943775,0.9926233053,0.9695745763,0.8981082015,0.0063601311,0.002552469,0.8065983417,0.9987980355,SEKER
39215,721.759,257.1489238412,194.5365871612,1.3218537839,0.6539782798,39711,223.4504167523,0.7386791742,0.987509758,0.9459706614,0.868953342,0.0065574123,0.0023062059,0.7550799105,0.9981052368,SEKER
39629,719.764,245.4139047174,205.860785202,1.1921352796,0.5443919487,40002,224.6268236839,0.7496405872,0.9906754662,0.9612641272,0.9152978677,0.0061927857,0.0026811161,0.8377701866,0.9987353956,SEKER
35730,698.169,242.2163347049,187.9909128647,1.2884470372,0.6305752241,36142,213.2905270597,0.7862943157,0.9886005202,0.9211317613,0.8805786254,0.0067790746,0.0025143326,0.7754187155,0.9990859466,SEKER
37776,700.671,246.1757026474,196.033631302,1.2557830053,0.6048809424,38029,219.3123276105,0.7355140187,0.9933471824,0.9669355953,0.8908772281,0.0065167223,0.0025320974,0.7936622356,0.9966675474,SEKER
39313,714.895,243.9936667482,205.4573380829,1.187563652,0.5393836687,39634,223.7294487147,0.7699071717,0.9919008932,0.9666328079,0.9169477704,0.0062064372,0.0027064532,0.8407932136,0.9984954594,SEKER
38090,805.266,234.8940707935,207.5429714402,1.1317852354,0.4683182468,39006,220.2219204779,0.7923861036,0.9765164334,0.7381457292,0.9375371619,0.0061668173,0.0029389677,0.8789759299,0.9948119798,SEKER
36892,697.906,243.8606863507,192.9020853,1.2641682228,0.6117722357,37200,216.7310621124,0.765330678,0.9917204301,0.9518054778,0.8887494961,0.0066101238,0.0025439398,0.7898756668,0.998535718,SEKER
38183,721.729,246.5615484565,197.5135068691,1.2483275314,0.5985682492,38626,220.4906019236,0.7981730005,0.9885310413,0.9211526359,0.8942619127,0.0064573645,0.0025473816,0.7997043685,0.9982929802,SEKER
40166,731.962,252.6270581934,202.9400533541,1.2448358716,0.5955493104,40541,226.1436259412,0.7538663664,0.9907501048,0.9420877956,0.8951678714,0.0062895747,0.0024912596,0.801325518,0.9975187496,SEKER
33576,666.339,224.5887253001,190.4630177868,1.1791723554,0.5299123033,33927,206.7614348809,0.7617923993,0.9896542577,0.9502729232,0.920622505,0.0066889661,0.0029639106,0.8475457967,0.9994025734,SEKER
35677,689.725,235.9739476839,192.7272628363,1.2243931876,0.5770184603,36120,213.1322763861,0.76843715,0.9877353267,0.9424238248,0.9032025716,0.0066141757,0.0027151645,0.8157748854,0.9988292123,SEKER
40044,723.751,262.6894734927,194.2903007242,1.3520462551,0.6730250733,40340,225.7999210128,0.7818039828,0.9926623699,0.9606583526,0.8595697346,0.0065600208,0.0022090698,0.7388601286,0.99897307,SEKER
39733,727.157,256.3330273516,197.8357879492,1.2956858312,0.6358750348,40033,224.9213792216,0.7610519461,0.9925061824,0.9442888091,0.8774576634,0.0064513887,0.0023590528,0.769931951,0.9975899199,SEKER
40248,725.14,256.4383641058,200.0144012567,1.2820995013,0.6258160772,40570,226.3743474789,0.7578947368,0.9920631008,0.9618568536,0.8827631867,0.0063714561,0.0023866861,0.7792708437,0.9991027601,SEKER
36105,712.899,247.7712990137,185.704677355,1.3342221776,0.6620039374,36668,214.4068883284,0.7427789664,0.9846460129,0.8927322055,0.8653419068,0.0068625204,0.0023736373,0.7488166156,0.9990877355,SEKER
40388,729.945,261.2279958137,197.1404287844,1.3250858661,0.656106772,40719,226.7677197768,0.7845376845,0.9918711167,0.9525371781,0.8680835263,0.0064679607,0.0022656519,0.7535690087,0.9985436425,SEKER
39452,735.692,261.3192102984,192.6265296247,1.3566106954,0.6757497095,39950,224.1246227412,0.7364294781,0.987534418,0.9159817513,0.8576660801,0.0066237253,0.0022108283,0.7355911049,0.9979107603,SEKER
33058,655.511,224.4458788102,187.8781611897,1.1946352753,0.5470872834,33320,205.160310172,0.7992746615,0.9921368547,0.96677736,0.9140747483,0.0067894573,0.0029237597,0.8355326454,0.9981567718,SEKER
39436,717.903,242.9095664285,207.0273819322,1.1733209596,0.5230830506,39765,224.0791705763,0.7624018869,0.9917263926,0.9615484798,0.9224798095,0.0061595894,0.0027514334,0.850968999,0.9984597625,SEKER
40202,726.182,251.7947693095,203.4919059102,1.2373699494,0.5889551237,40556,226.244947297,0.7567577743,0.9912713285,0.9580023264,0.8985291788,0.0062632399,0.0025183005,0.8073546852,0.9989964259,SEKER
40142,735.881,265.0161237087,193.2607067223,1.3712881848,0.6842566065,40542,226.0760531431,0.7818550115,0.9901336885,0.9315232327,0.8530652776,0.0066019661,0.0021566621,0.7277203679,0.9979143423,SEKER
40196,729.067,251.1953254218,204.3206499549,1.2294172198,0.5817138314,40594,226.2280635557,0.7729702704,0.9901955954,0.9502936329,0.9006061844,0.0062492618,0.0025359937,0.8110914993,0.9971698561,SEKER
39670,722.087,249.9397668346,202.2636016518,1.235713024,0.5874652662,40041,224.7429926375,0.796346482,0.9907344971,0.9560773109,0.8991886145,0.0063004731,0.002540716,0.8085401644,0.9991236115,SEKER
35598,694.499,245.3976679628,185.3486365438,1.3239788139,0.6553802537,36045,212.8961749621,0.7536360749,0.9875988348,0.9274536469,0.8675558196,0.0068935802,0.0024088752,0.7526531002,0.9964967588,SEKER
40310,729.425,255.4046088807,201.2386559801,1.2691627642,0.6157763317,40674,226.5486394757,0.7516595808,0.9910507941,0.9520535441,0.8870186034,0.0063360111,0.0024195055,0.7868020028,0.9985798047,SEKER
39404,715.247,251.8176114992,199.492823341,1.2622890753,0.6102465412,39719,223.9882385768,0.7890584325,0.9920692867,0.9679169264,0.8894859944,0.0063906611,0.0024676412,0.7911853343,0.998704604,SEKER
34291,671.507,230.6580670292,189.6239312076,1.2163974534,0.5693435328,34619,208.9513274151,0.7820425105,0.990525434,0.9556281313,0.905892129,0.00672649,0.0027943076,0.8206405494,0.9982250745,SEKER
40398,724.683,252.2341417954,204.0231220465,1.2363017449,0.5879957451,40714,226.7957916898,0.7921176471,0.992238542,0.96665963,0.8991478714,0.0062437284,0.0025173769,0.8084668946,0.9995090326,SEKER
40464,763.363,239.6600281251,216.0699803126,1.1091778126,0.4326359634,41122,226.9809792431,0.7485570519,0.9839988327,0.8726025224,0.9470956881,0.0059227963,0.0029395577,0.8969902424,0.9949216749,SEKER
40339,732.176,254.6785590677,202.3967107262,1.2583137253,0.6069835825,40755,226.6301171404,0.8035657371,0.9897926635,0.9455924889,0.889867282,0.0063134574,0.002442013,0.7918637796,0.9964130624,SEKER
37475,713.238,241.1956261481,198.3011325149,1.2163098773,0.5692580528,37837,218.4368374129,0.7774896266,0.9904326453,0.9257262067,0.9056417851,0.0064361741,0.0026707507,0.8201870428,0.9976016014,SEKER
30917,640.765,213.5600893931,184.439870859,1.1578846179,0.5041023654,31280,198.4055115277,0.7708052855,0.9883951407,0.9462581799,0.9290383428,0.0069075295,0.0031742203,0.8631122423,0.9993843889,SEKER
32885,659.728,227.0674036637,184.5596932464,1.2303195767,0.5825470945,33225,204.6227808154,0.7856699159,0.9897667419,0.9494626319,0.90115436,0.0069048929,0.0028088818,0.8120791805,0.9991169135,SEKER
39325,719.707,251.6115429823,199.3970376168,1.2618619915,0.6098983036,39710,223.7635919821,0.7763760562,0.9903047091,0.954041226,0.8893216477,0.0063982592,0.0024687496,0.790892993,0.9979978073,SEKER
39890,721.856,247.1639917545,205.8736784357,1.2005614007,0.553357813,40261,225.3653155201,0.7576448243,0.990785127,0.9619948765,0.9118048059,0.0061961392,0.0026418517,0.831388004,0.9981323466,SEKER
40570,737.047,248.7193482355,208.3152297295,1.1939566231,0.5463585912,40979,227.278085899,0.7506846273,0.9900192782,0.9384788856,0.9137933478,0.0061306223,0.0026367946,0.8350182826,0.9969756089,SEKER
40000,738.009,264.5890485101,192.7659958846,1.3725919206,0.6849940545,40470,225.6758334191,0.7275637528,0.9883864591,0.9228827728,0.852929608,0.0066147262,0.0021594562,0.7274889162,0.9985454086,SEKER
39755,737.943,266.0855742052,190.7552772172,1.3949054416,0.6971816952,40208,224.9836396295,0.7330272523,0.9887335854,0.9173941933,0.8455311428,0.0066931348,0.0021102202,0.7149229134,0.9972498622,SEKER
36576,687.61,230.1563744319,202.5033371747,1.1365559583,0.4752494686,36883,215.8008563195,0.7810377963,0.9916763821,0.9721240882,0.9376271105,0.0062925518,0.003000041,0.8791445983,0.9991970314,SEKER
40115,735.396,252.9439950981,202.9171525937,1.2465382638,0.5970262994,40613,226.0000095952,0.7636588616,0.9877379164,0.9321249525,0.8934784536,0.0063054716,0.0024787554,0.7983037471,0.9951161669,SEKER
39195,738.413,249.8854677004,199.8315177422,1.2504807576,0.6004098699,39617,223.3934286319,0.7540400154,0.9893480072,0.9033204971,0.8939832744,0.0063754425,0.0025119308,0.7992060949,0.999391843,SEKER
38855,727.362,255.8803593797,193.4384231183,1.3228000686,0.6546037901,39228,222.4223966031,0.7897999837,0.9904914857,0.9229019442,0.8692437245,0.0065855195,0.0023191885,0.7555846525,0.9994874302,SEKER
40273,722.923,252.3737035136,203.3874680388,1.2408517887,0.5920543732,40573,226.4446426505,0.7785833043,0.9926059202,0.9683665109,0.8972592608,0.0062665732,0.0025054266,0.805074181,0.9989777376,SEKER
38844,708.154,246.9118385542,200.5332172397,1.2312765035,0.5834274527,39120,222.3909100564,0.7804701627,0.9929447853,0.973370958,0.9006895391,0.0063564988,0.0025804664,0.8112416458,0.9988627771,SEKER
38802,707.093,245.7514913349,201.2395485334,1.2211888425,0.5739730773,39092,222.2706476681,0.7919583631,0.9925816024,0.9752386387,0.9044528945,0.0063334749,0.0026143614,0.8180350384,0.9989752616,SEKER
39709,719.045,253.6662173143,199.5592513593,1.2711323358,0.6173353004,40046,224.8534391151,0.7723382736,0.9915846776,0.9651319057,0.8864146022,0.0063881291,0.00243277,0.785730847,0.9987678869,SEKER
39928,737.776,252.969898369,201.1982479501,1.2573166066,0.6061575157,40395,225.472633688,0.7482618392,0.9884391633,0.9218035451,0.8913022266,0.0063356516,0.0024664426,0.7944196592,0.9988370301,SEKER
38185,713.378,228.1868579137,213.4553209125,1.069014616,0.3534831155,38677,220.4963764231,0.775361436,0.9872792616,0.942894788,0.966297439,0.0059758245,0.0032138153,0.9337307407,0.9981718092,SEKER
34082,668.346,230.6269469576,188.3912829038,1.2241911802,0.5768276534,34364,208.3135861236,0.8017407669,0.9917937376,0.9588092822,0.9032491167,0.0067668255,0.002778401,0.8158589668,0.9987673514,SEKER
31992,640.338,212.8873637074,191.4872536596,1.1117573605,0.4369684317,32258,201.8253688592,0.774212284,0.9917539835,0.9804663762,0.9480382741,0.0066543937,0.0033158261,0.8987765691,0.9992214662,SEKER
34635,667.638,227.0632245494,194.4152197307,1.1679292643,0.5166176102,34929,209.9967895752,0.7640129707,0.9915829254,0.9764341521,0.9248384013,0.0065558893,0.0029585219,0.8553260684,0.9989603458,SEKER
32026,654.237,230.9790674192,176.9318083042,1.3054694327,0.6428310651,32349,201.9325869187,0.7794489875,0.9900151473,0.9402478734,0.8742462647,0.0072122359,0.0025988716,0.7643065314,0.9977788139,SEKER
32514,649.012,221.4454898973,187.1344231774,1.1833498409,0.5346736437,32843,203.4652563892,0.7849831,0.9899826447,0.9700068737,0.9188051492,0.0068107735,0.0029941247,0.8442029022,0.9989873701,SEKER
40462,733.598,248.2216580523,207.749785496,1.1948106587,0.5472752392,40843,226.975369719,0.7920059505,0.9906715961,0.9448022796,0.914405985,0.0061346858,0.0026456253,0.8361383053,0.9990269593,SEKER
32518,651.651,221.2627853729,187.2561106033,1.1816051538,0.5326964267,32811,203.4777715518,0.7589152353,0.991070068,0.9622846511,0.9196204016,0.0068043172,0.0030019171,0.8457016831,0.9992854674,SEKER
32218,653.595,222.7560713811,184.404683949,1.2079740417,0.5609755665,32566,202.5369883559,0.7544315654,0.9893140085,0.9477439022,0.9092321798,0.0069140254,0.0029148078,0.8267031569,0.9986359537,SEKER
40123,724.676,257.402089115,198.7044522013,1.2954017198,0.6356695259,40429,226.0225436841,0.7949871211,0.9924311756,0.960097867,0.8780913335,0.0064153251,0.0023526493,0.77104439,0.9988122289,SEKER
