area,perimeter,majoraxislength,minoraxislength,aspectration,eccentricity,convexarea,equivdiameter,extent,solidity,roundness,compactness,shapefactor1,shapefactor2,shapefactor3,shapefactor4,class
31811,642.092,223.98468285220002,180.9171228429,1.2380513206000001,0.5895649687,32052,201.2536289302,0.7738772929000001,0.9924809684,0.9696001361,0.8985151412000001,0.0070411079,0.0028308859000000003,0.8073294589,0.9995153027,SEKER
31821,649.681,213.7356452007,189.96920191599997,1.1251068228,0.45828656100000004,32168,201.2852591548,0.7723543689,0.9892128823999999,0.9473781317000001,0.9417486679000001,0.0067168111,0.0032589894,0.8868905534999999,0.9978466129000001,SEKER
31823,662.5319999999999,222.8726889466,181.89469625779998,1.2252841536,0.5778581503,32274,201.2915846033,0.7748478208,0.9860259031999999,0.9110396195999999,0.9031684661,0.0070035097,0.0028745546000000003,0.8157132781,0.9994805535,SEKER
31837,656.404,224.9125541841,180.43942186419997,1.2464712637,0.5969683536,32238,201.33585717830002,0.7852456590000001,0.9875612631,0.9285377475,0.8951739395,0.0070645021,0.0027982792,0.801336382,0.9988427727,SEKER
31915,640.7180000000001,216.3203615382,188.0653069421,1.1502406534,0.4941383414,32184,201.58234067060002,0.7776559454,0.9916418095999999,0.9769466831999999,0.9318694701000001,0.0067780154,0.0031528452,0.8683807092,0.9988467944,SEKER
31972,639.974,213.6874805329,190.64494729330002,1.1208662153,0.4517054386,32246,201.7622727972,0.7722705314,0.9915028221,0.9809683771,0.9441932316,0.006683581899999999,0.0032766690000000003,0.8915008586,0.9992531933,SEKER
31992,640.3380000000001,212.88736370740003,191.4872536596,1.1117573605,0.4369684317,32258,201.82536885919998,0.7742122840000001,0.9917539835,0.9804663762000001,0.9480382741,0.0066543937,0.0033158261,0.8987765690999999,0.9992214662000001,SEKER
31994,654.535,212.1713960838,192.42253178779998,1.1026328056,0.4213023766,32391,201.8316773806,0.7897413112,0.9877435090000001,0.9384532774,0.9512671411,0.0066315995999999995,0.0033497164,0.9049091737999999,0.9977825411,SEKER
32015,653.6759999999999,212.9299892784,191.81013458380002,1.1101081272,0.4342069403,32375,201.8979049537,0.7618809643000001,0.9888803089,0.9415389489,0.9481891472,0.0066509444999999995,0.0033162175,0.8990626589,0.9980567645,SEKER
32026,654.237,230.9790674192,176.9318083042,1.3054694327,0.6428310651,32349,201.9325869187,0.7794489875,0.9900151473000001,0.9402478734,0.8742462647,0.0072122359,0.0025988716,0.7643065314,0.9977788139,SEKER
32038,645.085,224.48232110790002,181.94086680680002,1.2338202244,0.5857512998,32308,201.9704149974,0.7705146705,0.9916429367,0.9674786148000001,0.8997163518000001,0.007006752,0.0028321677000000003,0.8094895137,0.9987645334999999,SEKER
32044,652.651,216.1471468455,188.970540326,1.1438139854,0.48544352009999997,32395,201.98932638009998,0.7780691531,0.9891649946,0.9453542294,0.9344991564,0.0067453235,0.0031732055,0.8732886732999999,0.9988797976999999,SEKER
32057,642.082,215.91828527400003,189.3033869114,1.1405938837,0.4809714697,32301,202.0302949698,0.7798049089,0.9924460543000001,0.9771286581999999,0.9356794155,0.0067354489000000005,0.0031845979,0.8754959687,0.9985853470999999,SEKER
32066,669.313,236.436655048,173.23089931479998,1.3648642129,0.680580172,32481,202.0586529735,0.7808786284999999,0.9872232998,0.8994895694,0.8545995245,0.0073734378,0.0024260535000000002,0.7303403472,0.9968154032,SEKER
32109,663.582,224.4723522892,182.3644962,1.2308994183,0.5830809438,32567,202.1940863178,0.7676253317,0.9859366843999999,0.9163205998,0.9007527397,0.006990948100000001,0.0028388222999999996,0.8113554981000001,0.9986970106999999,SEKER
32114,648.566,222.657507374,183.8290361007,1.2112205563,0.5642361269,32393,202.2098284941,0.7606708039,0.9913870281,0.9593915997,0.9081653292,0.0069333471,0.0029092589,0.8247642653,0.9989714322,SEKER
32167,654.893,217.9605170172,188.2047159447,1.1581033765000002,0.5043817531,32521,202.3766202789,0.76059302,0.9891147259,0.9424964571,0.9285012856999999,0.006775904399999999,0.0031065409000000004,0.8621146375,0.9984178726999999,SEKER
32213,658.216,221.4811143382,185.29543236990003,1.1952864218,0.5477843666,32585,202.52127161009997,0.7629073513,0.9885837042,0.9343383324,0.914395217,0.006875519599999999,0.0029649753000000004,0.8361186129000001,0.999401225,SEKER
32218,653.595,222.7560713811,184.404683949,1.2079740417,0.5609755665,32566,202.5369883559,0.7544315654000001,0.9893140085,0.9477439022,0.9092321798,0.0069140254,0.0029148078000000004,0.8267031569,0.9986359537,SEKER
32233,665.493,221.233683701,185.5923728724,1.1920408165,0.5442895095,32710,202.5841312775,0.7752044252,0.9854173036,0.9145840197,0.915702021,0.0068635772,0.0029767815999999997,0.8385101912999999,0.9995383731,SEKER
32251,644.0509999999999,220.9809627768,186.0277835013,1.1878922525,0.5397471425,32514,202.6406883063,0.7640606490999999,0.9919111767000001,0.9770404215999999,0.9170051834,0.0068519104,0.0029886744,0.8408985064,0.998896821,SEKER
32258,654.808,220.80403007889998,186.2777558096,1.1853483478,0.5369189075,32612,202.6626784439,0.7758056757999999,0.9891450999999999,0.9454081637999999,0.917839581,0.0068449386,0.002996515,0.8424294964,0.9985724117,SEKER
32262,652.419,222.69865627130002,184.5129928925,1.2069537911,0.5599415176,32563,202.67524316560002,0.7813135715999999,0.9907563799,0.9524626417000001,0.9100874094,0.0069028162,0.0029210467,0.8282590928,0.999670452,SEKER
32279,646.556,218.1816037965,188.5531417723,1.1571358703,0.5031437257,32623,202.7286345451,0.7901835985,0.9894552923000001,0.9703259437,0.9291738212999999,0.006759243000000001,0.0031078903000000004,0.8633639903,0.9990294422,SEKER
32323,649.59,217.3714573798,189.59131904830002,1.1465264256999999,0.4891499671,32615,202.8667587469,0.7848436286,0.9910470642,0.9625933676,0.9332722943,0.0067249778,0.0031470534,0.8709971753,0.9986212783,SEKER
32338,653.602,221.41134134400002,186.1362729792,1.1895120591,0.541530905,32672,202.91382505299998,0.7824908655,0.9897771792,0.9512535178,0.9164563287999999,0.0068467852,0.0029792954,0.8398922027,0.9990619034,SEKER
32355,657.166,221.27962100009998,186.36040993880002,1.1873746204,0.5391743278,32720,202.9671536725,0.7837936047,0.9888447432999999,0.941458316,0.9172428656,0.006839116700000001,0.002986188,0.8413344745999999,0.9989792023,SEKER
32368,675.385,221.6580649375,186.1762292852,1.1905819867,0.5427019393,32806,203.007924929,0.7590994370999999,0.9866487838,0.8917085023000001,0.915860765,0.0068480618,0.0029721126,0.8388009409,0.9986612907,SEKER
32376,643.009,219.13001373,188.3004273921,1.163725525,0.5114565207,32608,203.0330108636,0.7843023256,0.9928851815999999,0.9840087315,0.9265413140000001,0.006768285600000001,0.0030769298,0.8584788066,0.9990336998999999,SEKER
32433,653.76,219.836697112,188.0092368241,1.1692866841,0.5182614078,32775,203.21165851,0.7693201765000001,0.9895652173999999,0.9535869437000001,0.9243755077,0.006778179499999999,0.003052717,0.8544700793000001,0.9991204856999999,SEKER
32465,653.85,225.2024494177,183.69209456069999,1.2259779059,0.5785098675,32767,203.311883125,0.7650344048000001,0.9907834101,0.9542650435,0.9027960559999999,0.0069367765,0.0028424712,0.8150407186,0.9992219134999999,SEKER
32514,649.012,221.4454898973,187.1344231774,1.1833498409,0.5346736436999999,32843,203.4652563892,0.7849831,0.9899826447,0.9700068737,0.9188051492,0.0068107735,0.0029941246999999997,0.8442029021999999,0.9989873701,SEKER
32518,651.651,221.2627853729,187.25611060330002,1.1816051537999999,0.5326964267000001,32811,203.4777715518,0.7589152353,0.991070068,0.9622846510999999,0.9196204015999999,0.0068043172,0.0030019171000000002,0.8457016831,0.9992854673999999,SEKER
32518,655.131,220.8211991934,187.6655865058,1.1766739087,0.5270196045000001,32842,203.4777715518,0.7940321831999999,0.9901345838,0.9520886554000001,0.9214594083,0.0067907374,0.0030199624,0.8490874412,0.9990990381999999,SEKER
32525,663.914,225.07785556029998,184.21473417389998,1.2218233062000001,0.5745792539,33000,203.49967123439998,0.7690579779000001,0.9856060606,0.9272642490999999,0.9041301319,0.0069201493,0.0028524563,0.8174512954,0.9987810443999999,SEKER
32578,657.571,227.0375739966,182.84230572259997,1.2417124861,0.5928139977,32901,203.6654067052,0.781922043,0.9901826692,0.946779791,0.8970559503,0.0069690457999999995,0.0027837563,0.804709378,0.9992176824,SEKER
32581,649.5830000000001,224.42417789759998,184.9234713198,1.2136056948,0.5666030911,32851,203.67478392529998,0.7720616114,0.9917810720999999,0.9702976346,0.9075438565999999,0.0068881918,0.0028824082,0.8236358517,0.99956916,SEKER
32615,664.789,218.1467462889,191.0022769835,1.1421159461,0.483095172,33016,203.78102892939998,0.8085628579,0.9878543736,0.9273839970000001,0.9341465431,0.006688540400000001,0.0031417466999999998,0.8726297639,0.9966443684999999,SEKER
32622,657.0089999999999,235.27086976349997,177.15818953259998,1.3280270609,0.6580242879,32902,203.8028960254,0.7793119923999999,0.9914898790000001,0.9496811325,0.8662478964,0.0072120308,0.0025049907,0.7503854181,0.9965321413,SEKER
32698,653.049,225.01419063950001,185.1437242639,1.2153487326,0.5683178519,32994,204.04015936509998,0.7676848307999999,0.9910286719,0.9634729275,0.9067879620999999,0.0068815888,0.0028700632,0.8222644081,0.9993380062999999,SEKER
32705,654.4540000000001,223.8758675016,186.1499297968,1.2026642596,0.5555438328,33021,204.061998693,0.7794699461,0.9904303322,0.9595459232,0.911496183,0.0068453101,0.0029146896,0.8308252916,0.9992038842000001,SEKER
32713,660.043,215.4163207859,193.48646209700001,1.1133405326999999,0.4395915601,33020,204.08695506310002,0.7995160817,0.9907026045,0.9435953207,0.9474071153,0.006585037199999999,0.0032725370000000003,0.8975802421,0.9993124648999999,SEKER
32729,656.679,214.265720692,194.7938250446,1.0999615651999999,0.4165284657,33066,204.1368586504,0.7691530363,0.9898082623000001,0.9537539372,0.9527275665,0.0065466626,0.0033271674,0.9076898159000001,0.9984239106,SEKER
32774,660.6139999999999,222.8700513012,187.4792476532,1.1887718459,0.5407174025,33120,204.277147129,0.7901538165,0.9895531401000001,0.9437213211,0.916575134,0.006800209000000001,0.002960563,0.8401099762,0.9986990872,SEKER
32775,649.807,220.025099463,189.809403781,1.1591896665,0.5057644876,33062,204.28026355650002,0.7726308345,0.9913193393999999,0.9754023408,0.9284407281,0.0067131991,0.0030769896000000002,0.8620021857,0.9992240260999999,SEKER
32795,651.03,225.2102520857,185.6002312028,1.2134157949,0.566415511,33091,204.3425821252,0.7759926175,0.9910549696,0.9723340531,0.9073413854000001,0.006867213100000001,0.0028710659,0.8232683895999999,0.9989668674,SEKER
32796,654.8240000000001,223.14536868849999,187.4192621142,1.190621317,0.5427448781,33111,204.34569755470002,0.8008204526999999,0.9904865453,0.9611287425,0.9157514617,0.0068040422,0.0029515983000000003,0.8386007397,0.9984559170999999,SEKER
32799,653.729,219.9055494139,190.11233960209998,1.1567137087000001,0.5026015934,33087,204.3550435584,0.7461779962,0.991295675,0.9644394454999999,0.9292855233,0.0067046419,0.0030842675,0.8635715838,0.9989050894,SEKER
32829,658.1010000000001,221.5994999934,189.0026275414,1.1724678269,0.5220712626,33154,204.4484800973,0.7897851661,0.9901972613,0.9525382332,0.9226035262000001,0.006750114200000001,0.0030168334,0.8511972666,0.9980014093999999,SEKER
32836,669.19,218.406003761,191.7587727746,1.1389622524,0.4786748962,33225,204.4702758127,0.8029147105,0.9882919487999999,0.9214276197,0.9361934759,0.0066514193,0.0031517846,0.8764582243000001,0.9982528333,SEKER
32849,664.105,230.7223075775,181.74368550169999,1.2694928406000001,0.6160383779,33245,204.51074740709998,0.7465681818000001,0.9880884343999999,0.9359626473,0.8863934725,0.0070237239,0.0026745665000000004,0.7856933881999999,0.9974321312000001,SEKER
32870,655.512,220.3581629198,190.0206597669,1.1596537092,0.5063528337,33198,204.5761076848,0.7812425726000001,0.9901198867000001,0.961276389,0.9283799836,0.0067039295,0.0030719367999999998,0.8618893940000001,0.9994932327,SEKER
32885,659.7280000000001,227.0674036637,184.5596932464,1.2303195767,0.5825470945000001,33225,204.6227808154,0.7856699159,0.9897667419,0.9494626319,0.90115436,0.0069048929,0.0028088818,0.8120791804999999,0.9991169135,SEKER
32920,671.612,219.09313383330002,191.4622124807,1.1443152723999999,0.4861326292,33376,204.73164340830002,0.7779747134999999,0.986337488,0.9171340043999999,0.9344502943999999,0.00665532,0.0031302103999999997,0.8731973527,0.9992130665000001,SEKER
32925,656.6460000000001,225.12817021689997,186.461528278,1.2073706158,0.5603645268999999,33252,204.7471904823,0.7686830248000001,0.9901660051000001,0.9595620012,0.9094694381999999,0.0068376057999999995,0.0028856009,0.827134659,0.9986580825,SEKER
32934,668.197,221.4087308304,189.60181105150002,1.1677564133,0.5164075045000001,33401,204.7751722409,0.7767086458,0.9860183827,0.9269265081999999,0.9248739716,0.0067228011,0.0030343121000000004,0.8553918634000001,0.9988893343999999,SEKER
32947,668.2310000000001,209.6932927225,200.2495993127,1.047159612,0.2967208611,33336,204.81558358770002,0.7653193961,0.9883309334999999,0.9271980328,0.9767388404999999,0.0063645641,0.0035732406,0.9540187625,0.9990099172,SEKER
32951,688.26,226.6490462275,185.52157545970002,1.2216856484999998,0.5744478681,33524,204.82801624430002,0.7708016562000001,0.9829077676000001,0.8741247215000001,0.9037232658,0.0068783661999999995,0.0028301334000000004,0.8167157411,0.9977698998000001,SEKER
32988,676.797,224.7517099352,187.17729445700002,1.2007423795,0.5535467409,33461,204.94298256279998,0.7666992051,0.9858641403,0.9050008768000001,0.9118639525,0.006813135400000001,0.0029056746000000002,0.831495868,0.998412327,SEKER
33006,669.7689999999999,223.5277491397,188.242941208,1.1874429272,0.5392499943,33458,204.9988888105,0.7570183486,0.9864905254,0.9245974137999999,0.9171071135,0.006772336800000001,0.0029552795,0.8410854577,0.998740978,SEKER
33010,665.85,224.9712592064,186.8900914943,1.2037623686,0.5566774242,33374,205.0113103507,0.7915877317,0.9890933062,0.9356266427,0.9112777831000001,0.006815245699999999,0.0028991081,0.830427198,0.9996370108,SEKER
33013,652.684,223.7818538804,188.02914232970002,1.1901445229,0.5422238229999999,33289,205.020626012,0.7897846890000001,0.9917089729,0.9738429464,0.9161628723,0.006778597900000001,0.0029458484,0.8393544085,0.9989530520000001,SEKER
33019,655.703,224.45021141450002,187.5026271629,1.1970510217,0.549663318,33340,205.03925606479999,0.7643287037000001,0.9903719256,0.9650713854999999,0.9135177676,0.0067976078,0.0029201413,0.8345147117,0.9989566881999999,SEKER
33051,663.071,218.95137138099997,192.4739417468,1.1375637106999998,0.47668967549999997,33423,205.13858777189998,0.7779268465000001,0.9888699398999999,0.9446575502,0.9369139206,0.0066246518999999995,0.0031487748,0.8778076945000001,0.9985621781999999,SEKER
33058,655.5110000000001,224.4458788102,187.87816118970002,1.1946352753,0.5470872834,33320,205.160310172,0.7992746615,0.9921368547,0.96677736,0.9140747483,0.0067894573,0.0029237596999999995,0.8355326454,0.9981567718000001,SEKER
33062,667.966,222.03914355779997,189.78134116279998,1.169973519,0.5190889904,33439,205.1727219394,0.7786622704,0.9887257394,0.9311727781999999,0.9240385216,0.0067158413,0.0030202333000000003,0.8538471893,0.9989786008,SEKER
33078,659.456,235.56007751169997,178.9312327601,1.3164838462000001,0.6503915309,33333,205.2223615027,0.7877214708,0.9923499235,0.9558229607,0.8712102818,0.0071213519,0.0025306622,0.7590073551000001,0.9992209220999999,SEKER
33078,652.214,221.3869025189,190.3548121256,1.1630223583,0.5105826184000001,33327,205.2223615027,0.7724173361,0.9925285804,0.9771671828,0.9269851069,0.0066928744999999994,0.0030484808,0.8593013884999999,0.9993867273,SEKER
33089,663.915,217.33582212669998,194.2070488511,1.119093377,0.44890301950000006,33466,205.2564817387,0.7744102228,0.9887348354000001,0.9433406398,0.9444208493999999,0.0065682197,0.0032232181,0.8919307408,0.9981537846999999,SEKER
33090,653.809,228.4066750361,184.68855478810002,1.2367126662999999,0.5883652824,33352,205.2595832971,0.7693559637,0.9921443991,0.9727580692,0.898658427,0.006902589200000001,0.0027769648999999997,0.8075869684,0.998753033,SEKER
33143,648.385,222.5263095398,189.73737926439998,1.1728121806999998,0.5224801568,33377,205.4238988802,0.7699795558,0.9929891842,0.9906853995999999,0.9231443208,0.006714126999999999,0.0030077914000000002,0.852195437,0.9994651889,SEKER
33159,653.8009999999999,222.44402868830002,189.9804200196,1.1708787077,0.5201754439999999,33415,205.47347776259997,0.7881114227,0.99233877,0.9748103413,0.9237086694,0.006708405799999999,0.0030125840000000004,0.8532377059999999,0.9990378626,SEKER
33168,680.6210000000001,234.31554800770002,180.5827539282,1.2975521909999999,0.6372200519,33542,205.50136062759998,0.7612402745,0.9888498003,0.8997429642,0.8770282739,0.0070645064,0.0025781962,0.7691785932999999,0.9980493690000001,SEKER
33171,654.3380000000001,222.2536490089,190.36145322939998,1.167534946,0.5161380427000001,33429,205.5106540752,0.7902372784,0.9922821502,0.9735631873999999,0.9246671764,0.0067002395999999995,0.0030214253000000004,0.8550093871,0.9982533386,SEKER
33194,664.658,232.30854425479998,182.08560166400002,1.2758205049,0.6210015723,33520,205.5818898832,0.7736988089,0.990274463,0.944219534,0.8849519097,0.0069985101,0.0026476711,0.7831398825,0.9991459203,SEKER
33236,660.788,210.85800248720003,200.9273673099,1.0494240048999999,0.30327309399999997,33611,205.7119090107,0.7682847895999999,0.9888429383,0.9565205816,0.9755945071,0.0063442653000000005,0.0035451816,0.9517846423,0.9988256511,SEKER
33248,660.068,230.96983467740003,183.429248655,1.2591766928,0.6076960241,33511,205.7490422416,0.7876619838,0.9921518306999999,0.9589545684,0.8908048209999999,0.0069468791,0.0026983590000000004,0.7935332292,0.9991985470999999,SEKER
33251,658.962,217.4521629766,194.9834825475,1.1152337631,0.4426935029,33565,205.75832450229998,0.7579439252,0.9906450171,0.9622631012999999,0.9462233978,0.006539718000000001,0.0032338027000000003,0.8953387184999999,0.9985119681999999,SEKER
33276,704.493,234.7881383989,180.70549604130002,1.2992860956,0.6384619,33857,205.8356603959,0.7596566523999999,0.98283959,0.8425343484000001,0.8766867943000001,0.0070557801,0.0025710034,0.7685797353,0.9986049634,SEKER
33316,670.587,229.2180829468,185.27936152590001,1.2371484932999999,0.5887565615,33699,205.9593374246,0.7826168662999999,0.9886346776,0.9310059522,0.8985300583,0.0068801202,0.0027663443,0.8073562656000001,0.9988195875,SEKER
33319,668.6010000000001,225.0172378082,188.8365102736,1.191598158,0.5438088924,33732,205.968610208,0.7960387997,0.9877564331,0.9366293851,0.9153459184,0.0067534210999999995,0.0029244526,0.8378581504000001,0.9983902287,SEKER
33325,674.433,223.8254841775,189.7357063767,1.1796698073,0.530484185,33701,205.98715452259998,0.7989690722,0.988843061,0.9206666206,0.9203025084,0.0067164436,0.0029719504,0.8469567069,0.9991292552,SEKER
33330,653.776,224.3601666938,189.4313875125,1.1843874959,0.5358420113,33580,206.0026068428,0.7901849218000001,0.9925550923,0.9799123481,0.9181781681,0.0067314781,0.0029511959999999997,0.8430511482999999,0.9984992384,SEKER
33333,679.262,220.5312914415,192.71670559650002,1.1443288778,0.486151306,33834,206.0118776786,0.7722407562000001,0.98519241,0.9078406547,0.9341616617,0.0066160049,0.0031078764,0.8726580103,0.9986077616,SEKER
33338,659.1030000000001,232.26379452560002,182.9185091571,1.2697664965,0.6162553927000001,33639,206.02732814450002,0.7767474370999999,0.9910520527,0.9643680854000001,0.8870402232,0.0069669384999999995,0.0026606944,0.7868403576,0.9991035242,SEKER
33344,661.508,225.31805608759998,188.6685259734,1.1942535456,0.5466776795,33692,206.04586717439997,0.7633524874,0.9896711385,0.9575409585,0.9144667354000001,0.0067573793000000005,0.0029149406,0.8362494101000001,0.9986938231,SEKER
33382,659.434,222.8701044114,190.920248987,1.1673466045999998,0.5159086541,33730,206.1632423163,0.7816883269,0.989682775,0.964671718,0.9250376709999999,0.006676355699999999,0.0030154831,0.8556946927,0.9988922942,SEKER
33399,664.701,221.5599424838,192.0898879263,1.1534180423,0.4983284149,33752,206.21573061869998,0.7614911081,0.9895413605,0.9499279440999999,0.9307446477,0.0066337298,0.003070858,0.8662855993,0.99918944,SEKER
33421,654.804,219.54408233,194.0253903421,1.131522436,0.4679308802,33691,206.2836368319,0.7633851074,0.9919859903,0.9795049994,0.9396000778,0.0065690459,0.0031583062,0.8828483062000001,0.9989626659999999,SEKER
33423,659.0360000000001,224.16805278240003,189.981079738,1.1799493565,0.5308049735,33707,206.2898090156,0.7729827239,0.9915744504,0.967023472,0.9202462459,0.0067069998,0.0029670459,0.846853153,0.999243833,SEKER
33427,665.61,228.2231820297,186.6258655886,1.2228914856,0.5755962415,33789,206.30215282900002,0.7544916937999999,0.9892864542,0.9481293468,0.9039491562,0.0068275102,0.0028120182,0.8171240770999999,0.9992540766,SEKER
33429,658.605,229.4460905327,185.6980933664,1.2355866793,0.5873512594,33713,206.30832445869999,0.7917436408,0.9915759499,0.9684633771,0.8991581595,0.0068636839000000005,0.0027674603000000003,0.8084853956999999,0.9989537854,SEKER
