tsne_1,tsne_2,class
-55.399193,30.913681,SEKER
-45.83611,35.645515,SEKER
-48.623173,35.68194,SEKER
-54.593155,55.11187,SEKER
-51.6685,43.77932,SEKER
-45.728252,39.65775,SEKER
-63.27004,59.248703,SEKER
-47.256065,42.001022,SEKER
-63.78763,54.70286,SEKER
-55.498512,33.561638,SEKER
-59.878647,54.166924,SEKER
-58.287228,53.47851,SEKER
-59.93864,-18.009403,SEKER
-53.099136,32.678497,SEKER
-57.975006,54.259132,SEKER
-59.272034,44.116116,SEKER
-61.337498,50.361748,SEKER
-61.237144,50.537903,SEKER
-48.517303,33.99484,SEKER
-52.035248,38.6017,SEKER
-50.127262,37.22479,SEKER
-44.97125,41.984867,SEKER
-46.94587,30.026438,SEKER
-59.057037,38.73791,SEKER
-45.9164,42.896057,SEKER
-41.37918,17.604637,SEKER
-47.91741,29.873276,SEKER
-46.56854,41.463345,SEKER
-45.43211,35.417442,SEKER
-63.68988,58.747547,SEKER
-47.894836,31.693668,SEKER
-55.703476,41.025063,SEKER
-56.969986,28.593227,SEKER
-55.668888,40.8113,SEKER
-45.308712,34.36557,SEKER
-47.61331,29.581667,SEKER
-58.308674,39.54366,SEKER
-58.570927,56.418316,SEKER
-58.530827,36.727436,SEKER
-52.452534,40.092403,SEKER
-57.84019,48.206757,SEKER
-41.342243,31.041838,SEKER
-53.244255,54.41777,SEKER
-53.6783,54.66743,SEKER
-48.136326,36.363735,SEKER
-54.330902,32.234016,SEKER
-50.996113,35.039898,SEKER
-61.585606,49.080883,SEKER
-61.21021,51.717278,SEKER
-55.247402,31.357822,SEKER
-57.659,42.945484,SEKER
-58.814274,37.99314,SEKER
-54.128742,45.719765,SEKER
-54.097225,54.016285,SEKER
-54.161877,46.584347,SEKER
-64.06338,53.970726,SEKER
-59.170216,45.624157,SEKER
-59.54062,42.5217,SEKER
-55.132927,31.78849,SEKER
-51.315628,63.259583,SEKER
-55.050304,32.026657,SEKER
-48.67606,31.405079,SEKER
-58.75518,36.58936,SEKER
-51.32954,43.635983,SEKER
-54.80714,38.734177,SEKER
-58.646603,23.881777,SEKER
-63.907158,58.779724,SEKER
-46.817215,42.755917,SEKER
-55.54724,31.89783,SEKER
-48.786964,36.821625,SEKER
-56.192482,53.99387,SEKER
-45.96847,36.224674,SEKER
-56.777924,31.89263,SEKER
-67.04204,58.6852,SEKER
-54.55114,54.61387,SEKER
-45.471363,34.132908,SEKER
-44.77845,34.118813,SEKER
-56.20045,53.027622,SEKER
-49.075577,30.034285,SEKER
-42.468567,31.38832,SEKER
-57.830444,53.897945,SEKER
-46.373943,30.794788,SEKER
-53.453083,46.983322,SEKER
-66.57906,60.95718,SEKER
-53.60471,40.365047,SEKER
-46.243534,41.485584,SEKER
-58.002384,48.71428,SEKER
-20.414928,22.074274,SEKER
-58.99327,49.09481,SEKER
-64.600464,53.421673,SEKER
-54.67005,55.331738,SEKER
-52.334522,38.873962,SEKER
-59.92913,-5.138499,SEKER
-47.33701,30.623598,SEKER
-57.53448,21.9044,SEKER
-49.209835,30.49778,SEKER
-57.58133,52.919125,SEKER
-59.80946,33.151882,SEKER
-58.640007,44.445824,SEKER
-51.843075,38.26834,SEKER
-53.636013,40.711006,SEKER
-57.03413,31.351126,SEKER
-54.54107,55.18494,SEKER
-48.739124,29.651463,SEKER
-59.528477,49.909595,SEKER
-51.0364,52.18895,SEKER
-64.12023,55.36716,SEKER
-56.78626,29.650286,SEKER
-64.273224,52.93082,SEKER
-59.443615,39.11418,SEKER
-52.01989,45.2503,SEKER
-59.815166,44.242447,SEKER
-52.01516,40.36518,SEKER
-55.191963,38.54415,SEKER
-46.41457,42.672897,SEKER
-56.318066,28.519026,SEKER
-51.784584,36.467976,SEKER
-42.147663,30.74162,SEKER
-55.70702,40.925518,SEKER
-49.103344,28.66964,SEKER
-50.33617,6.6488113,SEKER
-58.577736,37.38983,SEKER
-58.104984,38.96507,SEKER
-47.701706,34.398804,SEKER
-60.330982,28.881006,SEKER
-60.90392,48.731266,SEKER
-52.15094,55.05829,SEKER
-57.62049,22.080942,SEKER
-50.996025,63.775322,SEKER
-46.735855,30.986671,SEKER
-52.97761,40.63628,SEKER
-43.449116,14.398496,SEKER
-52.788895,53.73659,SEKER
-45.02381,35.126987,SEKER
-47.911476,45.634056,SEKER
-58.751026,44.067867,SEKER
-49.44342,36.02128,SEKER
-50.41304,37.67,SEKER
-42.301483,30.459839,SEKER
-47.573185,45.498325,SEKER
-53.968033,47.23868,SEKER
-46.836357,42.581852,SEKER
-46.930744,42.966003,SEKER
-53.88795,45.019306,SEKER
-55.07089,38.75927,SEKER
-45.1625,34.331726,SEKER
-43.50543,33.03332,SEKER
-53.492966,47.195534,SEKER
-58.716595,23.979862,SEKER
-43.227024,13.178423,SEKER
-60.433636,25.593836,SEKER
-38.897434,15.928473,SEKER
-45.39611,42.83297,SEKER
-62.952248,60.733845,SEKER
-54.88369,44.757374,SEKER
-54.784515,40.340878,SEKER
-56.775898,21.199501,SEKER
-59.787487,25.267258,SEKER
-47.910076,39.836395,SEKER
-50.94458,64.76031,SEKER
-59.49706,57.14259,SEKER
-39.82756,17.013521,SEKER
-42.25071,31.488886,SEKER
-51.791954,35.78386,SEKER
1.9121389,56.958256,SEKER
-40.06402,37.913242,SEKER
-51.41321,42.03853,SEKER
-50.095837,37.45569,SEKER
-64.30142,53.038227,SEKER
-56.89343,34.08924,SEKER
-46.99296,41.105396,SEKER
-58.11953,38.169586,SEKER
-53.946033,41.050453,SEKER
-57.624916,30.836954,SEKER
-57.123642,22.425358,SEKER
-60.033257,-17.912178,SEKER
-54.36282,41.16438,SEKER
-62.655025,56.53798,SEKER
-63.18684,60.59654,SEKER
-53.283188,54.545948,SEKER
-53.53306,47.201508,SEKER
-52.52762,55.109867,SEKER
-46.06804,31.689053,SEKER
-63.96051,57.542114,SEKER
-62.547615,49.674572,SEKER
-54.55964,41.7055,SEKER
-50.768166,64.210434,SEKER
-65.4374,55.4759,SEKER
-52.89072,8.603016,SEKER
-39.859676,38.53667,SEKER
-53.645634,53.005104,SEKER
-57.26382,32.3557,SEKER
-39.764565,35.16233,SEKER
-43.560966,34.396614,SEKER
-51.663944,62.991913,SEKER
-42.930305,34.314407,SEKER
-41.871857,40.265144,SEKER
-55.08911,42.4084,SEKER
-63.815666,57.137733,SEKER
-64.32203,52.470825,SEKER
-43.48794,34.685417,SEKER
-59.701984,56.85405,SEKER
-39.820747,37.656452,SEKER
-50.673805,64.05285,SEKER
-58.714855,56.095467,SEKER
-60.624985,27.902845,SEKER
-66.20468,56.426586,SEKER
-60.46497,25.224651,SEKER
-58.698307,24.017872,SEKER
-63.059673,58.78286,SEKER
-42.542553,34.17201,SEKER
-60.52411,25.109463,SEKER
-51.571968,41.6984,SEKER
-57.68929,31.10899,SEKER
-41.653202,40.491745,SEKER
-49.031292,33.73835,SEKER
-45.899292,43.565907,SEKER
-52.4307,55.839645,SEKER
-45.948486,41.728264,SEKER
-44.82263,35.39678,SEKER
-54.010674,40.36488,SEKER
-42.101482,30.219187,SEKER
-57.98541,37.544407,SEKER
-43.70842,42.50395,SEKER
-54.753113,55.50599,SEKER
-48.711716,37.474693,SEKER
-58.577858,49.658295,SEKER
-42.791214,34.717113,SEKER
-48.994896,36.52314,SEKER
-59.31726,36.68969,SEKER
-45.45735,36.783787,SEKER
-57.909122,56.98364,SEKER
-58.36773,29.927597,SEKER
-57.324932,33.98581,SEKER
-51.982975,38.538982,SEKER
-49.917957,37.330143,SEKER
-56.88474,31.284016,SEKER
-54.565548,53.432095,SEKER
-53.092785,47.116634,SEKER
-50.67237,54.22843,SEKER
-50.95365,65.40573,SEKER
-51.050877,52.541283,SEKER
-51.10168,52.542736,SEKER
-54.7096,39.805702,SEKER
-48.464756,33.42258,SEKER
-50.582058,54.295578,SEKER
-63.64441,55.004986,SEKER
-48.035316,39.069275,SEKER
-51.884377,53.99255,SEKER
-40.639652,29.103796,SEKER
-59.23784,28.859581,SEKER
-42.648262,30.283274,SEKER
-43.337837,33.96234,SEKER
-50.268494,54.454533,SEKER
-57.01713,21.340477,SEKER
-52.329643,38.466133,SEKER
-50.672245,38.46014,SEKER
-47.457794,46.027424,SEKER
-51.099285,34.93842,SEKER
-56.327587,31.518635,SEKER
-40.837513,28.710423,SEKER
-47.66502,29.143337,SEKER
-48.361843,62.11893,SEKER
-54.850346,51.446327,SEKER
-44.277275,41.77869,SEKER
-49.070934,53.845253,SEKER
-65.85299,58.97129,SEKER
-51.06965,37.53793,SEKER
-51.05695,54.69103,SEKER
-57.464798,51.23846,SEKER
-42.382034,36.736015,SEKER
-43.87782,42.44529,SEKER
-66.38854,60.388725,SEKER
-47.16966,29.952911,SEKER
-47.607468,31.091385,SEKER
-55.598545,30.706297,SEKER
-48.057438,45.847435,SEKER
-53.350636,47.83934,SEKER
-60.723713,25.453321,SEKER
-61.507206,33.311897,SEKER
-58.676426,44.42682,SEKER
-61.111614,33.58662,SEKER
-55.36807,36.031826,SEKER
-48.54596,29.88111,SEKER
-60.43273,26.642254,SEKER
-50.64346,47.302494,SEKER
-39.77985,39.991917,SEKER
-48.19316,33.864628,SEKER
-53.56947,52.535667,SEKER
-58.355473,29.162083,SEKER
-39.157375,34.693996,SEKER
-47.31323,45.89967,SEKER
-42.690174,35.86087,SEKER
-45.400875,36.748543,SEKER
-40.839542,40.662685,SEKER
-47.869587,46.12904,SEKER
-55.334988,41.15806,SEKER
-42.094887,34.97224,SEKER
-60.63221,50.70529,SEKER
-47.001755,45.91554,SEKER
-59.554325,24.297407,SEKER
-60.404198,26.585094,SEKER
-45.62046,42.090042,SEKER
-46.912556,40.538963,SEKER
-48.26773,40.85052,SEKER
-41.514957,28.822382,SEKER
-56.746098,30.920088,SEKER
-55.329742,41.126614,SEKER
-48.080128,30.053408,SEKER
-51.747204,54.63652,SEKER
-57.37551,51.14305,SEKER
-48.371773,29.038298,SEKER
-40.779655,35.103573,SEKER
-62.7112,35.545567,SEKER
-43.849907,35.21833,SEKER
-61.900135,50.987774,SEKER
-53.248367,48.273518,SEKER
-56.66761,28.878677,SEKER
-34.813717,32.029976,SEKER
-40.42948,36.257324,SEKER
-58.799732,30.955738,SEKER
-39.947567,32.22965,SEKER
-50.96636,63.03745,SEKER
-64.93487,54.41611,SEKER
-52.13654,53.793137,SEKER
-57.176655,32.015697,SEKER
-52.823082,53.63219,SEKER
-59.765045,27.83401,SEKER
-41.497723,30.599703,SEKER
-40.538868,33.248585,SEKER
-41.500565,31.957363,SEKER
-54.995777,35.813892,SEKER
-44.3205,44.547207,SEKER
-60.784126,41.136967,SEKER
-46.712093,27.01628,SEKER
-45.337605,43.130707,SEKER
-65.533394,56.893417,SEKER
-46.78453,26.656797,SEKER
-62.900417,58.740887,SEKER
-52.259827,56.629436,SEKER
-56.628242,52.273838,SEKER
-40.92032,33.87158,SEKER
-54.418915,57.87066,SEKER
-58.64785,30.948431,SEKER
-43.66099,39.912563,SEKER
-34.053436,31.746943,SEKER
-56.617794,49.525623,SEKER
-60.358807,25.51305,SEKER
-61.03447,31.457296,SEKER
-57.588387,22.397911,SEKER
-35.80724,32.42405,SEKER
-57.80315,22.518373,SEKER
-47.604946,47.670967,SEKER
-49.600655,55.31155,SEKER
-49.165962,53.66941,SEKER
-52.7748,41.240257,SEKER
-59.613174,37.0566,SEKER
-45.128487,35.871357,SEKER
-65.97689,56.816162,SEKER
-50.886833,55.77435,SEKER
-52.485622,54.08879,SEKER
-47.78806,34.44178,SEKER
-42.8638,36.93546,SEKER
-57.336926,28.754915,SEKER
-47.566288,21.68877,SEKER
-44.656956,40.33385,SEKER
-40.330128,32.733498,SEKER
-51.788666,62.30231,SEKER
-58.727226,23.945368,SEKER
-34.848953,32.60855,SEKER
-39.772793,40.133133,SEKER
-51.394157,54.677994,SEKER
-56.946056,21.298733,SEKER
-50.07305,64.4948,SEKER
-61.67448,24.449966,SEKER
-41.687332,40.568913,SEKER
-61.61255,32.362408,SEKER
-57.16896,50.889046,SEKER
-41.666397,37.612457,SEKER
-34.977455,46.17964,SEKER
-48.098736,40.917217,SEKER
-45.148823,42.84554,SEKER
-55.065987,58.849396,SEKER
-54.97881,52.957016,SEKER
-62.9314,59.11389,SEKER
-59.414852,-34.443615,SEKER
-59.736248,26.90756,SEKER
-42.617184,31.710402,SEKER
-52.66856,48.10296,SEKER
-51.730885,61.394394,SEKER
-52.91402,47.97414,SEKER
-39.998146,35.289665,SEKER
-56.533592,49.492332,SEKER
-59.868614,34.38596,SEKER
-51.663948,48.479553,SEKER
-40.659176,42.17574,SEKER
-47.46013,28.691628,SEKER
-61.816254,31.060163,SEKER
-44.745945,44.621414,SEKER
-46.384228,27.643005,SEKER
-48.363594,48.486294,SEKER
-60.846848,33.069153,SEKER
-58.711864,57.928864,SEKER
-59.36033,28.219097,SEKER
-59.11651,29.229422,SEKER
-53.58568,52.472,SEKER
-50.537502,63.493275,SEKER
-50.92581,38.547398,SEKER
-44.24188,47.17757,SEKER
-40.61141,36.377193,SEKER
-45.182133,40.364365,SEKER
-59.398746,28.97432,SEKER
-39.225483,36.702637,SEKER
-60.513596,28.157269,SEKER
-46.46394,27.443733,SEKER
-51.995724,39.143272,SEKER
-58.01828,58.190086,SEKER
-49.46433,38.106174,SEKER
-53.2897,49.273144,SEKER
-45.1148,42.841705,SEKER
-58.629898,57.49008,SEKER
-42.46074,33.96374,SEKER
-47.507423,40.27244,SEKER
-36.022667,35.728176,SEKER
-63.949406,59.280823,SEKER
-57.751858,21.477652,SEKER
-58.47549,29.59739,SEKER
-45.380104,36.97731,SEKER
-40.27459,39.69147,SEKER
-47.156395,61.66512,SEKER
-43.21312,43.429028,SEKER
1.54376,56.816174,SEKER
-40.51226,29.414396,SEKER
-61.889038,33.194336,SEKER
-43.421646,44.262207,SEKER
-39.27469,30.278318,SEKER
-48.39855,55.41666,SEKER
-60.346966,25.385572,SEKER
-57.848526,58.253967,SEKER
-61.762894,32.149006,SEKER
-48.770218,40.754997,SEKER
-59.37957,29.270737,SEKER
-62.20111,50.975357,SEKER
-53.641888,56.188316,SEKER
-39.67574,34.767384,SEKER
-41.50651,28.797575,SEKER
-39.168194,35.832066,SEKER
-50.86068,32.926224,SEKER
-52.25553,50.079548,SEKER
-40.70316,44.481125,SEKER
-47.605442,28.7884,SEKER
-48.280487,27.396273,SEKER
-49.48131,54.28561,SEKER
-50.79623,55.681408,SEKER
-51.428463,49.056953,SEKER
-62.654728,29.642557,SEKER
-50.805916,32.999016,SEKER
-37.060673,42.865025,SEKER
-55.81022,43.132885,SEKER
-51.415504,40.228622,SEKER
-54.611794,58.553318,SEKER
-49.016045,55.151978,SEKER
-47.488487,46.285954,SEKER
-47.19077,47.084637,SEKER
-43.5541,42.60099,SEKER
-41.70185,37.233337,SEKER
-37.21948,41.294098,SEKER
-47.504826,30.143284,SEKER
-59.335987,36.185863,SEKER
-58.45825,23.157246,SEKER
-47.93699,40.47116,SEKER
-61.319756,26.513962,SEKER
-39.601257,32.207882,SEKER
-50.71056,55.831894,SEKER
-50.505806,65.027756,SEKER
-51.21274,62.090916,SEKER
-40.5233,41.01555,SEKER
-45.7059,10.900664,SEKER
-50.50279,55.022125,SEKER
-61.641205,32.604607,SEKER
-48.416695,55.61397,SEKER
-61.847225,33.599087,SEKER
-39.152546,40.235214,SEKER
-43.40415,44.41907,SEKER
-41.12722,29.67665,SEKER
-40.04397,29.219713,SEKER
-40.86192,44.076332,SEKER
-61.316284,30.35618,SEKER
-41.249943,37.626514,SEKER
-34.88173,31.521984,SEKER
-66.69827,59.672462,SEKER
-40.10336,36.31247,SEKER
-66.610596,59.451168,SEKER
-61.46847,58.596222,SEKER
-56.966206,22.901693,SEKER
-54.27909,50.815754,SEKER
-61.795387,33.037956,SEKER
-59.14994,34.720062,SEKER
-56.12109,43.257915,SEKER
-50.161964,39.16633,SEKER
-61.61244,52.930504,SEKER
-38.66394,34.496532,SEKER
-61.290676,32.389744,SEKER
-43.098022,44.21602,SEKER
-49.189907,55.88229,SEKER
-40.171253,33.56722,SEKER
-54.65207,36.248013,SEKER
3.3643746,56.928913,SEKER
-60.30025,48.698692,SEKER
-63.987644,60.023518,SEKER
-62.49551,50.988926,SEKER
-40.403954,35.107075,SEKER
-34.493427,32.99365,SEKER
-52.239956,57.701435,SEKER
-60.363934,42.339394,SEKER
-42.79175,46.959133,SEKER
-65.01076,19.254011,SEKER
-59.289867,29.605333,SEKER
-49.172573,55.151726,SEKER
-43.430527,37.234196,SEKER
-40.902184,43.229473,SEKER
-50.34645,38.551365,SEKER
2.1441982,56.206917,SEKER
-43.20638,44.809586,SEKER
-60.10672,57.018932,SEKER
-50.02503,55.64101,SEKER
-61.1012,31.435127,SEKER
-39.426876,40.56126,SEKER
-61.317623,51.077362,SEKER
-50.75148,61.605984,SEKER
-61.98297,24.483942,SEKER
-59.411808,20.396713,SEKER
-54.869743,58.31413,SEKER
-50.53782,65.08436,SEKER
-48.861732,27.41338,SEKER
-39.540363,31.621832,SEKER
-34.86696,32.726727,SEKER
-28.783752,33.96833,SEKER
-44.467678,46.659317,SEKER
-53.74674,56.8936,SEKER
-43.214386,47.715626,SEKER
-48.9696,55.12832,SEKER
-44.882587,44.783394,SEKER
-52.06089,48.799507,SEKER
-55.61467,37.522167,SEKER
-60.073566,26.267696,SEKER
-42.845184,36.853374,SEKER
-56.76841,49.597286,SEKER
-38.44741,41.88256,SEKER
-50.378902,55.84178,SEKER
-40.42485,42.719147,SEKER
-41.733997,58.043407,SEKER
-39.2564,37.422005,SEKER
-43.723457,35.60868,SEKER
-38.6659,42.23186,SEKER
-47.21102,48.20609,SEKER
-48.683304,34.67861,SEKER
-61.604275,31.768307,SEKER
-58.140915,-33.812202,SEKER
-46.91487,48.514053,SEKER
-44.592342,43.376102,SEKER
-60.727226,32.498524,SEKER
-36.003162,31.327723,SEKER
-47.784443,54.70127,SEKER
-52.057293,61.7167,SEKER
-58.37464,49.980038,SEKER
-50.291344,38.402416,SEKER
-42.84604,41.461285,SEKER
-44.373314,46.272552,SEKER
-39.655193,29.740526,SEKER
-59.45827,59.171665,SEKER
-36.810024,42.136826,SEKER
3.48109,55.641064,SEKER
-61.09203,30.381676,SEKER
-37.04152,40.068794,SEKER
-44.536022,46.933666,SEKER
-50.68569,38.910843,SEKER
-50.281063,64.9625,SEKER
-62.17752,32.93356,SEKER
-47.53689,48.561474,SEKER
-45.14125,47.792145,SEKER
-44.98162,59.096073,SEKER
-49.15063,54.865925,SEKER
-50.061287,64.38315,SEKER
-65.673515,53.830708,SEKER
-36.082325,35.769093,SEKER
-39.837273,28.544804,SEKER
-38.492523,42.013733,SEKER
-61.105343,58.490326,SEKER
3.2884426,56.073303,SEKER
-42.706703,37.209946,SEKER
-38.614803,37.948452,SEKER
