tsne_1,tsne_2,class
-51.56499,-43.534233,SEKER
-48.145206,-36.80492,SEKER
-34.802227,-48.013283,SEKER
-29.362572,-50.989517,SEKER
-45.413124,-37.03142,SEKER
-20.551218,-62.40906,SEKER
-53.724068,-39.16272,SEKER
-30.686188,-50.57277,SEKER
-30.059128,-49.73397,SEKER
-47.435604,-39.097664,SEKER
-38.026314,-51.904854,SEKER
-27.577263,-61.11463,SEKER
-21.513271,-59.123466,SEKER
-36.87317,-51.810345,SEKER
-24.48752,-50.690292,SEKER
-47.609974,-37.95342,SEKER
-39.350006,-49.318714,SEKER
-44.178493,-33.661945,SEKER
-46.78479,-37.510017,SEKER
-34.55471,-50.427734,SEKER
-30.316301,-44.52288,SEKER
-57.106087,-20.826649,SEKER
-54.75209,-38.771015,SEKER
-42.45013,-50.52602,SEKER
-48.827286,-35.65485,SEKER
-28.262136,-60.88153,SEKER
-23.654003,-54.679924,SEKER
-22.999695,-69.82729,SEKER
-29.23303,-61.447098,SEKER
-43.551525,-47.934826,SEKER
-31.219604,-56.975243,SEKER
-29.601772,-61.49666,SEKER
-37.413,-51.546032,SEKER
-35.748085,-44.311436,SEKER
-53.56903,-38.50343,SEKER
-18.893394,-61.845165,SEKER
-57.56855,-22.957035,SEKER
-37.14435,-48.61044,SEKER
-21.259691,-68.54355,SEKER
-31.99754,-56.914524,SEKER
-35.22804,-45.58103,SEKER
-24.341906,-66.27414,SEKER
-25.250866,-52.507057,SEKER
-62.143196,-23.07668,SEKER
-25.479414,-53.7305,SEKER
-36.792763,-47.48956,SEKER
-30.489353,-57.80305,SEKER
-43.252872,-48.435772,SEKER
-35.222595,-47.976604,SEKER
-21.470625,-59.971565,SEKER
-27.685204,-59.71049,SEKER
-31.20045,-45.061256,SEKER
-58.793053,-25.562252,SEKER
-28.95743,-42.86101,SEKER
-38.75492,-51.880253,SEKER
-23.176235,-67.10667,SEKER
-58.45067,-26.916922,SEKER
-24.757816,-66.920364,SEKER
-52.55257,-35.96226,SEKER
-16.418922,-61.30074,SEKER
-36.983154,-45.245743,SEKER
-45.026917,-35.780792,SEKER
-24.174559,-58.01971,SEKER
-53.572865,-37.406082,SEKER
-28.226946,-49.841827,SEKER
-32.860577,-47.419415,SEKER
-23.575563,-57.384247,SEKER
-30.029856,-55.862038,SEKER
-51.88655,-41.74332,SEKER
-23.530075,-55.3153,SEKER
-58.04869,-23.582354,SEKER
-36.257595,-57.28404,SEKER
-37.69279,-49.274048,SEKER
-50.480602,-37.54332,SEKER
-58.403095,-22.35113,SEKER
-28.965153,-58.92629,SEKER
-44.837536,-50.997906,SEKER
-33.24784,-56.247993,SEKER
-56.129055,-42.047768,SEKER
-22.629328,-58.76754,SEKER
-25.263037,-69.53079,SEKER
-18.671265,-62.437565,SEKER
11.037395,-11.949756,SEKER
-28.899818,-58.261444,SEKER
-17.933046,-60.971325,SEKER
-51.346455,-37.585663,SEKER
-58.84292,-38.487938,SEKER
-17.926968,-61.78222,SEKER
-57.286434,-24.919352,SEKER
-45.75628,-33.85748,SEKER
-45.041992,-37.46477,SEKER
-55.97852,-22.81925,SEKER
-54.946278,-42.21933,SEKER
-58.826958,-37.337696,SEKER
-46.776443,-31.863152,SEKER
20.021494,-14.885568,SEKER
-24.856077,-62.366978,SEKER
-37.288723,-56.204662,SEKER
-7.333631,-10.418797,SEKER
-53.190014,-14.890594,SEKER
-31.378513,-57.529316,SEKER
-19.506174,-27.420889,SEKER
-22.544981,-59.93381,SEKER
-37.319374,-52.767056,SEKER
-32.160023,-56.895233,SEKER
-56.88943,-22.004763,SEKER
-22.227152,-53.619522,SEKER
-28.592363,-61.664074,SEKER
-19.740166,-59.706318,SEKER
-31.591362,-54.902634,SEKER
-56.669987,-26.954641,SEKER
-45.142124,-37.64821,SEKER
-35.842175,-45.72074,SEKER
-24.608791,-50.18088,SEKER
-22.203499,-36.359627,SEKER
-30.196304,-46.258926,SEKER
-29.074343,-48.16259,SEKER
-31.922352,-46.46732,SEKER
-54.007504,-40.519695,SEKER
-26.023148,-52.9077,SEKER
-36.070705,-51.24993,SEKER
-23.638239,-57.862305,SEKER
-59.987576,-24.801785,SEKER
-34.873222,-51.5231,SEKER
-28.53869,-62.14797,SEKER
-32.07825,-50.257404,SEKER
-29.005606,-51.324383,SEKER
-19.655865,-63.21207,SEKER
-38.29569,-48.1314,SEKER
-46.929863,-49.29508,SEKER
-56.76165,-39.280556,SEKER
-57.04911,-27.758802,SEKER
-22.290157,-39.156414,SEKER
-55.639072,-40.090034,SEKER
-34.257946,-46.650784,SEKER
-51.286514,-42.652267,SEKER
-25.648323,-25.740845,SEKER
-56.601376,-26.1716,SEKER
-61.281208,-25.10104,SEKER
-17.382896,-61.317688,SEKER
-37.063725,-53.11473,SEKER
-26.089342,-63.516113,SEKER
-39.428936,-52.48487,SEKER
-47.970272,-35.274853,SEKER
-28.009106,-50.60628,SEKER
-53.901295,-39.430088,SEKER
-35.392864,-47.240635,SEKER
-44.746136,-50.15607,SEKER
-58.026073,-27.567184,SEKER
-47.794846,-47.848446,SEKER
-21.372253,-68.61524,SEKER
-23.848227,-66.25141,SEKER
-37.51298,-45.41498,SEKER
-30.091925,-47.448483,SEKER
-22.542313,-52.042732,SEKER
-33.47847,-53.18574,SEKER
-2.5079618,34.637516,SEKER
-56.91155,-23.579441,SEKER
-56.714672,-42.692802,SEKER
-22.337065,-50.533897,SEKER
-23.217133,-65.164375,SEKER
-24.137587,-72.67379,SEKER
-13.129463,-38.731895,SEKER
-56.63439,-7.0611777,SEKER
-21.064854,-60.73312,SEKER
-23.372377,-61.883564,SEKER
-22.543444,-49.260124,SEKER
-24.274492,-62.53537,SEKER
-24.941765,-67.024315,SEKER
-46.421844,-50.040768,SEKER
-35.628315,-52.4263,SEKER
-24.292746,-58.234215,SEKER
-57.135178,-21.213718,SEKER
-28.603333,-62.17715,SEKER
-56.679222,-23.251831,SEKER
-27.043362,-50.103916,SEKER
-50.90639,-32.387386,SEKER
-53.868896,-38.06558,SEKER
-51.574657,-5.0812407,SEKER
-30.832638,-53.625084,SEKER
-53.853653,-36.534466,SEKER
-47.70106,-34.52775,SEKER
-56.03558,-39.800385,SEKER
-56.262383,-39.673256,SEKER
-22.94725,-69.5784,SEKER
-34.33235,-55.848324,SEKER
-36.92762,-57.29634,SEKER
-24.533247,-59.602398,SEKER
-19.874535,-63.99439,SEKER
-30.285719,-42.8755,SEKER
-28.445507,-65.34433,SEKER
13.696754,-59.245193,SEKER
-18.644356,-70.2491,SEKER
-27.963001,-62.6368,SEKER
-23.290934,-61.84241,SEKER
-57.769196,-20.391685,SEKER
-20.55691,-68.325615,SEKER
-32.06125,-49.044632,SEKER
-17.105572,-47.677326,SEKER
-30.80392,-49.17998,SEKER
-22.30963,-58.551243,SEKER
-18.19139,-70.31568,SEKER
-31.839205,-45.228756,SEKER
-51.623627,-32.553204,SEKER
-27.03612,-43.21643,SEKER
-35.469646,-55.21657,SEKER
-50.657272,-42.57516,SEKER
-16.528744,-59.663593,SEKER
-42.990265,-49.17761,SEKER
-43.947395,-49.564156,SEKER
-24.801287,-65.167564,SEKER
-29.019861,-53.624176,SEKER
-27.683752,-58.209293,SEKER
-57.047916,-43.154705,SEKER
-56.99822,-27.993418,SEKER
-22.714708,-49.47176,SEKER
-35.460598,-45.846855,SEKER
-29.238178,-43.357643,SEKER
-34.69537,-46.742004,SEKER
-44.210434,-50.33597,SEKER
-35.95855,-47.47895,SEKER
-58.517487,-24.781221,SEKER
-43.675194,-36.134487,SEKER
-44.421356,-36.442554,SEKER
-22.856728,-52.48219,SEKER
-54.579063,-34.504944,SEKER
-23.119644,-52.74277,SEKER
-31.640852,-58.78097,SEKER
-27.105322,-42.9207,SEKER
-35.50729,-52.37922,SEKER
-27.206287,-49.62616,SEKER
-17.02545,-30.869184,SEKER
-57.786083,-19.772232,SEKER
-28.969767,-62.848537,SEKER
-22.920443,-51.49773,SEKER
-25.534311,-64.73146,SEKER
-48.198418,-46.785503,SEKER
-23.765556,-64.052124,SEKER
-22.350365,-51.422962,SEKER
-52.861904,-14.885464,SEKER
-45.788177,-49.854244,SEKER
-21.565294,-57.00061,SEKER
-21.24794,-60.238976,SEKER
-50.20565,-35.609978,SEKER
-20.770082,-70.732086,SEKER
-17.04016,-62.00015,SEKER
-52.59088,-36.17631,SEKER
-19.73574,-63.739624,SEKER
-36.42386,-48.50236,SEKER
-54.42678,-14.0367775,SEKER
-32.412872,-53.140347,SEKER
-27.3446,-63.307545,SEKER
-50.55745,-42.72376,SEKER
3.7299068,-11.8515415,SEKER
-53.04615,-43.76955,SEKER
-59.528435,-25.15749,SEKER
-46.842266,-49.870506,SEKER
-53.13734,-43.590477,SEKER
-33.50551,2.380819,SEKER
-19.870165,-67.70775,SEKER
-15.654235,-27.994745,SEKER
-20.685091,-70.538445,SEKER
-53.660076,-41.752277,SEKER
-22.002142,-38.572033,SEKER
-45.88628,-32.208485,SEKER
-34.283123,-56.017838,SEKER
-33.157124,-52.934097,SEKER
-21.478905,-50.802647,SEKER
-46.24873,-49.79327,SEKER
-18.998045,-71.244,SEKER
-50.606785,-40.440712,SEKER
-38.69476,-56.81404,SEKER
-54.59542,-23.108175,SEKER
-18.150585,-50.0174,SEKER
-59.47141,-26.022367,SEKER
-31.23643,-42.538998,SEKER
-36.61192,-52.343346,SEKER
-48.23074,-34.51927,SEKER
-52.71401,-44.95088,SEKER
-29.639748,-52.71685,SEKER
-29.776863,-62.676292,SEKER
-17.249044,-48.115856,SEKER
-32.215824,-54.600937,SEKER
-15.940961,-64.26993,SEKER
-32.007736,-48.9361,SEKER
-58.635376,-40.48031,SEKER
-2.119903,-12.113207,SEKER
-27.665564,-42.997265,SEKER
-29.86528,-44.589405,SEKER
-25.556732,-70.763336,SEKER
-17.491354,-37.54079,SEKER
-56.747112,-43.97634,SEKER
-38.681335,-48.898846,SEKER
-15.424066,-28.346308,SEKER
-54.76522,-34.137466,SEKER
-20.863083,-63.703606,SEKER
-34.406673,-54.045174,SEKER
11.0757065,-12.392081,SEKER
-38.846962,-47.41327,SEKER
-22.811474,-62.278145,SEKER
-26.76817,-48.00487,SEKER
-45.051704,-33.306534,SEKER
-22.03769,-67.96581,SEKER
-36.055237,-57.018238,SEKER
-16.934464,-60.497585,SEKER
-26.551003,-48.60691,SEKER
-36.95029,-46.914127,SEKER
-29.035633,-63.304787,SEKER
-30.400452,-62.271946,SEKER
-35.873966,-49.826527,SEKER
-27.57367,-48.718483,SEKER
-22.288746,-60.62792,SEKER
-16.952686,-64.89468,SEKER
-37.244755,-48.54479,SEKER
-16.165403,-31.526901,SEKER
11.068604,-16.260548,SEKER
-13.612137,-36.952263,SEKER
19.585209,-12.570989,SEKER
-30.780777,-64.517456,SEKER
-54.623367,-22.5375,SEKER
-33.582672,-45.34627,SEKER
-28.519035,-48.310444,SEKER
-17.168844,-26.297758,SEKER
-14.76427,-36.207233,SEKER
-33.35168,-59.84747,SEKER
-53.288647,-32.098213,SEKER
-55.487705,-28.891909,SEKER
18.790703,-14.303401,SEKER
-16.252384,-62.872112,SEKER
-29.348225,-59.452637,SEKER
-57.48036,-10.550539,SEKER
-15.858209,-57.344036,SEKER
-37.23298,-56.47225,SEKER
-35.92903,-57.387203,SEKER
-59.43937,-25.842302,SEKER
-23.161404,-35.766094,SEKER
-27.921978,-63.217422,SEKER
-28.308697,-43.494373,SEKER
-33.993855,-52.303635,SEKER
-18.566492,-50.02827,SEKER
-14.038381,-28.535467,SEKER
-52.03392,-5.4534,SEKER
-34.88646,-51.41768,SEKER
-56.383217,-21.618067,SEKER
-56.929302,-19.031757,SEKER
-43.607807,-49.42876,SEKER
-35.920647,-47.327995,SEKER
-38.79699,-46.579872,SEKER
-21.98919,-61.1887,SEKER
-58.195915,-20.53818,SEKER
-58.080135,-40.040646,SEKER
-35.20465,-44.50917,SEKER
-53.813,-33.2934,SEKER
-53.082577,-20.350676,SEKER
-12.315341,-13.80196,SEKER
-15.527793,-57.396534,SEKER
-43.441734,-50.41332,SEKER
-24.352629,-49.56133,SEKER
-15.248585,-56.5993,SEKER
-19.148293,-60.749214,SEKER
-53.029133,-34.092594,SEKER
-16.95839,-63.185658,SEKER
-26.119213,-70.114174,SEKER
-33.06392,-45.05158,SEKER
-58.541916,-20.716337,SEKER
-44.077827,-30.919153,SEKER
-18.690022,-63.857906,SEKER
-54.88143,-27.700752,SEKER
-15.501811,-57.143875,SEKER
-54.2617,-33.5371,SEKER
-51.295097,-31.468653,SEKER
-14.375064,-38.174652,SEKER
-59.60558,-14.082868,SEKER
-13.33683,-36.042778,SEKER
-16.543669,-31.432766,SEKER
-56.599148,-21.064692,SEKER
-18.040562,-63.504395,SEKER
-13.405477,-35.633392,SEKER
-36.569786,-55.852955,SEKER
-20.22491,-49.582123,SEKER
-26.174824,-70.11279,SEKER
-2.701979,-17.715294,SEKER
-31.013926,-63.097076,SEKER
-36.13563,-39.17342,SEKER
-28.471577,-63.8415,SEKER
-22.81345,-62.7453,SEKER
-32.308414,-52.552486,SEKER
-16.658903,-61.765026,SEKER
-27.108099,-43.86463,SEKER
-24.226267,-59.53381,SEKER
-47.165913,-49.258465,SEKER
-26.013117,-65.42554,SEKER
-50.311443,-40.949894,SEKER
-17.102486,-63.180885,SEKER
-21.637785,-67.68126,SEKER
-17.962355,-31.90457,SEKER
-22.119556,-65.865265,SEKER
-51.627354,-31.225744,SEKER
-17.735918,-45.313267,SEKER
-23.126366,-35.882328,SEKER
-34.548855,-55.205048,SEKER
-35.31746,-57.659367,SEKER
-20.795763,-50.419674,SEKER
-50.363544,-44.208393,SEKER
-36.59712,-49.638996,SEKER
-40.932735,-52.688534,SEKER
-53.762222,-31.524992,SEKER
-37.736183,-57.22121,SEKER
-39.283546,-56.475555,SEKER
-27.915316,-48.047577,SEKER
-23.941315,-73.28459,SEKER
-40.703823,-53.424732,SEKER
-55.77873,-19.681835,SEKER
-33.1621,-59.92435,SEKER
-41.176758,-49.807426,SEKER
11.9180565,-59.45822,SEKER
-18.342571,-41.92839,SEKER
-17.50978,-62.161785,SEKER
-17.23701,-64.03627,SEKER
-40.03761,-53.018143,SEKER
-17.299837,-26.691671,SEKER
-53.657585,-43.99199,SEKER
-34.179462,-58.061775,SEKER
-26.073284,-47.274536,SEKER
-27.563274,-57.964077,SEKER
-20.571527,-53.121155,SEKER
13.043568,-58.15368,SEKER
-17.622149,-71.02365,SEKER
-39.113567,-46.51609,SEKER
-41.77034,-37.235554,SEKER
-28.533361,-65.58553,SEKER
-31.901707,-62.642822,SEKER
-56.754726,-10.4312725,SEKER
-34.872528,-56.493954,SEKER
-41.57829,-52.442375,SEKER
-49.90735,-41.158684,SEKER
-19.512321,-55.804455,SEKER
-34.451233,-67.076454,SEKER
-54.60277,-14.407837,SEKER
-20.061808,-64.34129,SEKER
-20.082304,-68.38922,SEKER
-22.4829,-48.62263,SEKER
-27.903522,-47.091984,SEKER
-40.511196,-47.78449,SEKER
-12.631052,-37.20263,SEKER
-21.516256,-37.677036,SEKER
-46.007885,-31.934711,SEKER
-22.224884,-38.017624,SEKER
-31.35449,-42.56856,SEKER
-18.969091,-71.04181,SEKER
-13.154637,-38.813194,SEKER
-23.224264,-37.860374,SEKER
-15.00391,-59.09488,SEKER
-24.967003,-71.71709,SEKER
-43.49993,-50.863926,SEKER
-17.016397,-44.34201,SEKER
-16.078041,-57.94978,SEKER
-26.241507,-47.563698,SEKER
-18.873728,-58.736607,SEKER
-21.126554,-66.35387,SEKER
-26.72984,-68.25973,SEKER
-27.475948,-47.232334,SEKER
-32.405094,-49.113148,SEKER
-14.6847105,-61.62698,SEKER
-55.479023,-39.60238,SEKER
-25.682615,-47.848347,SEKER
-14.36148,-30.524801,SEKER
-13.082739,-39.085964,SEKER
-29.685585,-63.812183,SEKER
-31.285906,-61.497574,SEKER
-34.80521,-59.608883,SEKER
11.906595,-57.125782,SEKER
-20.53191,-50.42182,SEKER
-31.883503,-50.419666,SEKER
-18.996675,-70.28109,SEKER
-40.536556,-49.34726,SEKER
-49.592525,-41.334934,SEKER
-17.913824,-71.83938,SEKER
-15.75589,-54.822273,SEKER
-22.171392,-32.40724,SEKER
-18.68911,-65.77124,SEKER
-57.567657,-29.538534,SEKER
-40.638824,-46.97277,SEKER
-16.92248,-48.827084,SEKER
9.122252,-55.512566,SEKER
-15.9927845,-54.864273,SEKER
-18.373993,-45.061134,SEKER
-15.241223,-63.606728,SEKER
-54.550003,-34.35084,SEKER
-60.302296,-21.525642,SEKER
-40.402615,-48.519756,SEKER
-24.260235,-48.440857,SEKER
-42.114075,-48.347385,SEKER
-15.430401,-35.91459,SEKER
-15.3505,-63.817474,SEKER
-15.330885,-62.61587,SEKER
-14.873214,-62.912674,SEKER
-29.810863,-53.32301,SEKER
-35.05161,-65.75088,SEKER
-42.27905,-34.020382,SEKER
-14.1272335,-73.52981,SEKER
-30.768814,-63.472366,SEKER
-59.446316,-15.408076,SEKER
-14.688361,-73.87577,SEKER
-56.346947,-20.084297,SEKER
-47.529587,-50.422035,SEKER
-49.386143,-32.79969,SEKER
-15.533234,-62.295383,SEKER
-53.06677,-48.995537,SEKER
-18.315447,-45.720303,SEKER
-22.94841,-63.460808,SEKER
3.3139968,-42.047222,SEKER
-42.84943,-36.403286,SEKER
-13.412268,-36.58268,SEKER
-19.78157,-38.425705,SEKER
-14.557107,-28.552687,SEKER
9.108166,-56.777237,SEKER
-16.029606,-29.241959,SEKER
-25.052599,-42.04205,SEKER
-40.870567,-56.813236,SEKER
-32.755993,-62.616623,SEKER
-41.610764,-46.953243,SEKER
-36.05433,-34.826523,SEKER
-23.648952,-64.603355,SEKER
-59.46675,-13.792456,SEKER
-43.32356,-53.83638,SEKER
-42.056797,-47.956585,SEKER
-25.404463,-71.00226,SEKER
-19.907808,-56.0058,SEKER
-16.318474,-47.12075,SEKER
-1.8451071,2.910295,SEKER
-28.868526,-64.53006,SEKER
-15.760074,-60.615772,SEKER
-53.98361,-34.40866,SEKER
-17.052498,-30.865786,SEKER
8.430867,-55.449734,SEKER
-14.956303,-58.2277,SEKER
-45.402187,-52.653965,SEKER
-17.177788,-26.470972,SEKER
-52.859608,-29.674627,SEKER
-11.585564,-35.35407,SEKER
-26.182482,-70.43883,SEKER
-20.122314,-38.13637,SEKER
-49.81571,-42.674393,SEKER
-19.138834,-54.665085,SEKER
-23.924511,-73.52933,SEKER
-35.717777,-59.073864,SEKER
-30.72325,-64.86582,SEKER
-57.047882,-47.379395,SEKER
-47.422638,-47.48011,SEKER
-56.10396,-20.490055,SEKER
-33.274837,65.24024,SEKER
-13.635425,-39.507233,SEKER
-16.586397,-63.956516,SEKER
-33.567757,-45.030193,SEKER
-51.37927,-48.655018,SEKER
-36.27106,-46.492786,SEKER
-14.234606,-55.577015,SEKER
-42.875393,-36.30211,SEKER
-24.315294,-42.188946,SEKER
-36.49218,-38.310097,SEKER
-17.932007,-57.088833,SEKER
-16.81472,-71.435005,SEKER
-18.726187,-36.317753,SEKER
-34.55018,-62.087856,SEKER
-14.69992,-73.1952,SEKER
-27.934809,-41.032154,SEKER
-21.551773,-41.06764,SEKER
-48.693016,-31.565933,SEKER
-14.280924,-40.014168,SEKER
-18.189917,-42.36975,SEKER
-50.06521,-46.691402,SEKER
-53.994682,-33.881073,SEKER
-34.12728,-57.619934,SEKER
-18.722126,-45.93972,SEKER
-16.696974,-55.07487,SEKER
-34.943893,-67.81699,SEKER
-18.53944,-41.38523,SEKER
-14.006733,-55.520714,SEKER
-15.178654,-36.74111,SEKER
-14.569752,-73.33472,SEKER
-34.604122,-55.030674,SEKER
-49.17381,-31.692024,SEKER
-36.237625,-59.144592,SEKER
-41.611546,-46.560852,SEKER
-30.832031,-64.81218,SEKER
-50.838978,-31.044188,SEKER
-15.864105,-66.37609,SEKER
-33.755875,-60.472805,SEKER
-15.429792,-46.9697,SEKER
-57.691044,-17.797039,SEKER
-15.515114,-26.993721,SEKER
-17.62054,-43.671314,SEKER
-20.904657,-67.05057,SEKER
-14.52488,-59.716263,SEKER
-45.962044,-53.045155,SEKER
-34.32999,-66.44758,SEKER
-56.39038,-9.130879,SEKER
12.363061,-57.84825,SEKER
-21.19913,-37.87708,SEKER
-33.49627,-64.40016,SEKER
9.789812,-60.269516,SEKER
-39.89647,-59.71504,SEKER
-13.428419,-36.22563,SEKER
-49.543285,-31.39442,SEKER
-20.287176,-37.31312,SEKER
-36.133842,-58.622406,SEKER
-19.064207,-41.610657,SEKER
-57.628456,-29.613087,SEKER
-49.258686,-46.30421,SEKER
-14.55856,-56.561417,SEKER
11.537565,-58.056362,SEKER
-15.066296,-51.820885,SEKER
-54.96464,-53.415367,SEKER
-39.03606,-37.972855,SEKER
-30.116749,-67.89772,SEKER
-17.043304,-71.647026,SEKER
-45.378906,-18.684958,SEKER
-40.274876,-54.42219,SEKER
-43.305614,-53.211906,SEKER
-38.636944,-35.061157,SEKER
-17.935097,-35.649734,SEKER
-54.88881,-53.33957,SEKER
-21.708658,-66.178375,SEKER
-39.95507,-36.020145,SEKER
-53.181396,-50.19396,SEKER
-55.880527,-47.43134,SEKER
-40.85832,-57.34582,SEKER
-27.25779,-46.729694,SEKER
-25.42642,-44.48418,SEKER
-34.22664,-66.56184,SEKER
-18.58226,-53.123676,SEKER
-12.874252,-59.575153,SEKER
-19.050356,-69.144875,SEKER
-18.526928,-32.305515,SEKER
-14.530004,-29.54756,SEKER
-34.327835,-59.890064,SEKER
1.0945103,-41.803993,SEKER
7.847536,-60.256,SEKER
-42.93099,-54.773182,SEKER
-53.456524,-31.189709,SEKER
-50.91253,-48.570297,SEKER
-27.07142,-68.38495,SEKER
25.357113,-11.693631,SEKER
-41.977886,-52.687218,SEKER
-20.463354,-38.371876,SEKER
-40.769337,-57.992867,SEKER
-22.392641,-37.91722,SEKER
-14.375751,-57.740955,SEKER
-34.36393,-65.36042,SEKER
9.956166,-62.266323,SEKER
11.804112,-58.38454,SEKER
-29.526793,-67.81697,SEKER
-17.19144,-38.275658,SEKER
-18.351316,-55.095177,SEKER
10.451752,-55.259373,SEKER
-54.502598,-14.444048,SEKER
-15.173658,-55.041893,SEKER
-54.205017,-14.097828,SEKER
-55.133236,-20.23735,SEKER
-13.691757,-28.944317,SEKER
-41.99921,-35.852703,SEKER
-20.897116,-39.532528,SEKER
-24.497309,-42.70602,SEKER
-40.53687,-35.591713,SEKER
-54.34205,-50.884438,SEKER
-54.937958,-26.392109,SEKER
-4.3565807,-54.127266,SEKER
-19.377567,-40.061264,SEKER
-32.856953,-64.000435,SEKER
-41.856445,-56.385628,SEKER
-14.142796,-62.66897,SEKER
-33.382584,-58.462246,SEKER
-57.43574,-10.996127,SEKER
-57.00807,-45.26502,SEKER
-57.06589,-17.637463,SEKER
-55.57807,-24.687971,SEKER
-14.346772,-54.97424,SEKER
1.7305261,-42.201782,SEKER
-49.47727,-49.437214,SEKER
-44.958126,-30.626543,SEKER
-24.911743,-46.46347,SEKER
-45.51918,31.425245,SEKER
-19.416924,-42.020245,SEKER
-41.33959,-54.836136,SEKER
-33.34498,-60.539486,SEKER
-30.746155,-65.2585,SEKER
-54.044617,-52.16188,SEKER
-57.306152,-7.2077546,SEKER
-34.896065,-65.865555,SEKER
-54.15785,-25.212921,SEKER
-42.65853,-53.692776,SEKER
-19.45319,-38.08812,SEKER
-14.30899,-58.752617,SEKER
-55.768673,-27.377502,SEKER
-48.846043,-49.598415,SEKER
1.6506884,-34.950417,SEKER
-18.352676,-27.622564,SEKER
-55.819458,-48.345703,SEKER
-53.235886,-31.46975,SEKER
-45.482815,-18.695208,SEKER
8.727894,-60.54576,SEKER
8.566941,-55.425396,SEKER
9.323256,-62.658436,SEKER
-20.098522,-47.24756,SEKER
-51.10045,-46.470333,SEKER
-24.675592,-44.94818,SEKER
